GitHub Repo,Engineered ML Project,Stars,Commits,Lines of Code,Architecture,Community,Continuous Integration,Documentation,History,Issues,License,Unit Testing,Python_Percentage,A1_Elements,A2_Elements,B1_Elements,B2_Elements,C1_Elements,C2_Elements,Assign Multi Targets,Call Star,List Comprehension,Dict Comprehension,Set Comprehension,Truth Value Test,Chain Compare,For Multi Targets,For Else,PY_Assign Multi Targets,PY_Call Star,PY_List Comprehension,PY_Dict Comprehension,PY_Set Comprehension,PY_Truth Value Test,PY_Chain Compare,PY_For Multi Targets,PY_For Else
https://github.com/facebookresearch/mmf.git,Y,3606,577,23492,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/facebookresearch/habitat-api/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/facebookresearch/mmf/tree/master/docs,Checking https://github.com/facebookresearch/mmf/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/facebookresearch/mmf/issues/364",https://github.com/facebookresearch/mmf/blob/master/LICENSE is provided,There are many files related to testing.,98.88821875404491,0,0,0,0,0,0,1985,7,28,8,1,128,46,5,0,12,213,232,34,5,1299,7,202,0
https://github.com/facebookresearch/nevergrad.git,Y,2577,593,17760,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/facebookresearch/nevergrad/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/facebookresearch/nevergrad/tree/master/docs,Checking https://github.com/facebookresearch/nevergrad/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/facebookresearch/nevergrad/issues/746",https://github.com/facebookresearch/nevergrad/blob/master/LICENSE is provided,There are many files related to testing.,96.95595731328652,0,0,0,0,0,0,929,4,7,1,0,90,200,2,2,0,133,467,63,8,1093,83,104,0
https://github.com/facebookresearch/ParlAI.git,Y,6296,3265,77405,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/facebookresearch/ParlAI/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/facebookresearch/ParlAI/tree/master/docs,Checking https://github.com/facebookresearch/ParlAI/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/facebookresearch/ParlAI/issues/2814",https://github.com/facebookresearch/ParlAI/blob/master/LICENSE is provided,There are many files related to testing.,85.43471224273335,0,0,0,0,0,0,3843,16,95,28,7,328,112,27,4,28,162,1298,186,5,4028,10,703,2
https://github.com/facebookresearch/pyrobot.git,Y,1674,405,12870,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/facebookresearch/pyrobot/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/facebookresearch/pyrobot/tree/master/docs,Checking https://github.com/facebookresearch/pyrobot/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/facebookresearch/pyrobot/issues/56",https://github.com/facebookresearch/pyrobot/blob/master/LICENSE is provided,There are many files related to testing.,78.16684209433483,0,0,0,0,0,0,634,23,8,4,0,38,13,3,0,2,5,41,0,0,284,14,18,0
https://github.com/facebookresearch/pytext.git,Y,5895,1088,45722,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/facebookresearch/pytext/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/facebookresearch/pytext/tree/master/pytext/docs,Checking https://github.com/facebookresearch/pytext/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/facebookresearch/pytext/issues/1232",https://github.com/facebookresearch/pytext/blob/master/LICENSE is provided,There are many files related to testing.,99.93578951217091,0,0,0,0,0,0,1703,19,18,9,1,142,38,9,0,13,228,507,97,11,1487,25,381,3
https://github.com/facebookresearch/ReAgent.git,Y,2542,855,35109,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/facebookresearch/ReAgent/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/facebookresearch/ReAgent/tree/master/docs,Checking https://github.com/facebookresearch/ReAgent/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/facebookresearch/ReAgent/issues/265",https://github.com/facebookresearch/ReAgent/blob/master/LICENSE is provided,There are many files related to testing.,80.9064815592415,0,0,0,0,0,0,1777,15,17,29,1,104,49,2,1,5,104,294,141,3,721,32,211,0
https://github.com/fastnlp/fastNLP.git,Y,1539,1656,37394,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/fastnlp/fastNLP/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/fastnlp/fastNLP/tree/master/docs,Checking https://github.com/fastnlp/fastNLP/pulse/monthly there has been 3 commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/fastnlp/fastNLP/issues/308",https://github.com/fastnlp/fastNLP/blob/master/LICENSE is provided,There are many files related to testing.,85.73134558917346,0,0,0,0,0,0,1861,4,36,18,0,355,132,12,3,11,153,381,75,6,2664,34,500,0
https://github.com/faustomorales/keras-ocr.git,Y,604,149,3377,The source code of the project exists as ad-hoc scripts.,https://github.com/faustomorales/keras-ocr/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/faustomorales/keras-ocr/tree/master/docs,Checking https://github.com/faustomorales/keras-ocr/pulse/monthly there has been 1 commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/faustomorales/keras-ocr/issues/93",https://github.com/faustomorales/keras-ocr/blob/master/LICENSE is provided,There are many files related to testing.,98.53969559851912,0,0,0,0,0,0,112,0,2,0,0,12,5,0,0,0,5,100,5,0,69,0,15,0
https://github.com/fbcotter/pytorch_wavelets.git,Y,146,107,4689,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/fbcotter/pytorch_wavelets/graphs/contributors shows that there are 2 contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/fbcotter/pytorch_wavelets/tree/master/docs,There is no commit in the past month,"The project maintainers respond to issues, as evidenced by https://github.com/fbcotter/pytorch_wavelets/issues/11",https://github.com/fbcotter/pytorch_wavelets/blob/master/LICENSE is provided,There are many files related to testing.,60.17393893830367,0,0,0,0,0,0,386,29,0,0,0,26,8,0,0,1,46,63,1,0,208,4,6,0
https://github.com/f-dangel/backpack.git,Y,202,1461,8893,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/f-dangel/backpack/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/f-dangel/backpack/tree/master/docs,Checking https://github.com/f-dangel/backpack/pulse/monthly there has been minor commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/f-dangel/backpack/issues/68",https://github.com/f-dangel/backpack/blob/master/LICENSE.txt is provided,There are many files related to testing.,96.17362768375033,0,0,0,0,0,0,325,8,8,0,0,13,2,0,0,0,97,176,3,1,231,1,102,0
https://github.com/feast-dev/feast.git,Y,889,980,11685,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/feast-dev/feast/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/feast-dev/feast/tree/master/docs,Checking https://github.com/feast-dev/feast/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/feast-dev/feast/issues/835",https://github.com/feast-dev/feast/blob/master/LICENSE is provided,There are many files related to testing.,74.04220594225926,0,0,0,0,0,0,839,0,15,3,0,85,20,1,0,0,22,311,54,20,1047,6,135,1
https://github.com/FederatedAI/FATE.git,Y,1932,3106,84376,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/FederatedAI/FATE/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/FederatedAI/FATE/issues/1236 and https://github.com/FederatedAI/FATE/issues/1198",https://github.com/FederatedAI/FATE/blob/master/LICENSE is provided.,There are many files related to testing.,52.09235844578704,0,0,0,0,0,0,1924,17,55,7,0,143,66,1,2,1,160,438,61,8,1785,14,380,2
https://github.com/feedly/transfer-nlp.git,Y,281,465,3827,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/feedly/transfer-nlp/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/feedly/transfer-nlp/tree/master/docs,There is no commit in the past month,The author of the project does not reply to issues or close them.,https://github.com/feedly/transfer-nlp/blob/master/LICENSE is provided,There are many files related to testing.,98.9336804774508,0,0,0,0,0,0,144,0,1,1,0,4,0,1,0,0,5,36,8,0,86,0,38,0
https://github.com/fepegar/torchio.git,Y,357,696,9502,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/fepegar/torchio/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/fepegar/torchio/tree/master/docs,Checking https://github.com/fepegar/torchio/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/fepegar/torchio/issues/215",https://github.com/fepegar/torchio/blob/master/LICENSE is provided,There are many files related to testing.,100.0,0,0,0,0,0,0,426,0,1,3,0,21,9,0,0,11,45,36,15,0,331,6,63,5
https://github.com/fizyr/keras-retinanet.git,Y,3815,1069,4646,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/fizyr/keras-retinanet/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and in functions at https://github.com/fizyr/keras-retinanet/blob/master/keras_retinanet/initializers.py and https://github.com/fizyr/keras-retinanet/blob/master/keras_retinanet/losses.py,Checking https://github.com/fizyr/keras-retinanet/pulse/monthly there has been 6 commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/fizyr/keras-retinanet/issues/1402",https://github.com/fizyr/keras-retinanet/blob/master/LICENSE is provided,There are many files related to testing.,99.47448806246447,0,0,0,0,0,0,195,2,0,0,0,11,4,0,0,0,14,41,0,0,106,0,32,0
https://github.com/flairNLP/flair.git,Y,8905,2371,22062,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/flairNLP/flair/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentations at https://github.com/flairNLP/flair/tree/master/resources/docs,Checking https://github.com/flairNLP/flair/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/flairNLP/flair/issues/1744",https://github.com/flairNLP/flair/blob/master/LICENSE is provided,There are many files related to testing.,99.98256364402828,0,0,0,0,0,0,1190,6,13,5,2,117,26,8,2,2,92,365,32,8,1088,20,215,0
https://github.com/flatironinstitute/CaImAn.git,Y,336,3619,52235,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/flatironinstitute/CaImAn/graphs/contributorsshows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentations at https://github.com/flatironinstitute/CaImAn/tree/master/docs,Checking https://github.com/flatironinstitute/CaImAn/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/flatironinstitute/CaImAn/issues/780",https://github.com/flatironinstitute/CaImAn/blob/master/LICENSE.txt is provided,There are many files related to testing.,97.2047449313178,0,0,0,0,0,0,1303,37,21,1,0,151,26,1,1,7,87,402,9,0,1025,7,134,0
https://github.com/flow-project/flow.git,Y,505,3709,24342,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/flow-project/flow/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentations at https://github.com/flow-project/flow/tree/master/docs,Checking https://github.com/flow-project/flow/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/flow-project/flow/issues/946",https://github.com/flow-project/flow/blob/master/LICENSE.md is provided,There are many files related to testing.,80.33330563160246,0,0,0,0,0,0,784,5,6,10,0,39,3,5,0,3,12,295,17,0,333,2,69,0
https://github.com/frankkramer-lab/MIScnn.git,Y,120,317,4637,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,There are no contributors to the project other than the author.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentations at https://github.com/frankkramer-lab/MIScnn/tree/master/docs,Checking https://github.com/frankkramer-lab/MIScnn/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/frankkramer-lab/MIScnn/issues/29",https://github.com/frankkramer-lab/MIScnn/blob/master/LICENSE.md is provided,There are many files related to testing.,95.50005315088086,0,0,0,0,0,0,361,1,7,1,0,18,4,2,0,0,1,18,1,0,315,0,8,0
https://github.com/freewym/espresso.git,Y,692,1439,74868,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/freewym/espresso/graphs/contributors that there are multiple contributors.,CI is not used on the project.,There is a well maintained README and documentations at https://github.com/freewym/espresso/tree/master/docs,Checking https://github.com/freewym/espresso/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/freewym/espresso/issues/28",https://github.com/freewym/espresso/blob/master/LICENSE is provided,There are many files related to testing.,98.2047260801974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,188,1179,131,26,4042,29,675,1
https://github.com/funcwj/setk.git,N,154,235,6824,The source code of the project exists as ad-hoc scripts.,There are no contributors to the project other than the author.,CI is not used on the project.,There is a well maintained README and documentations at https://github.com/funcwj/setk/tree/master/doc,Checking https://github.com/funcwj/setk/pulse/monthly there has been significant commit activity in the past month.,There aren't any open issues,https://github.com/funcwj/setk/blob/master/LICENSE is provided,There are many files related to testing.,50.51436523052423,0,0,0,0,0,0,224,1,4,0,0,18,5,0,0,0,9,108,1,0,229,1,58,0
https://github.com/galaxyproject/galaxy.git,Y,738,47094,232930,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/galaxyproject/galaxy/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentations at https://github.com/galaxyproject/galaxy/tree/dev/doc,Checking https://github.com/galaxyproject/galaxy/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/galaxyproject/galaxy/issues/9968",https://github.com/galaxyproject/galaxy/blob/dev/LICENSE.txt is provided,There are many files related to testing.,59.88247694553384,0,0,0,0,0,0,8928,10,244,124,16,796,251,70,19,80,341,1195,129,56,12834,29,1279,35
https://github.com/geoopt/geoopt.git,Y,294,126,7209,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/geoopt/geoopt/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentations at https://github.com/geoopt/geoopt/tree/master/docs,Checking https://github.com/geoopt/geoopt/pulse/monthly there has been 6 commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/geoopt/geoopt/issues/136",https://github.com/geoopt/geoopt/blob/master/LICENSE is provided,There are many files related to testing.,99.67173203988747,0,0,0,0,0,0,366,3,4,0,0,21,14,2,0,0,176,10,0,0,234,2,62,0
https://github.com/geyang/ml_logger.git,Y,113,531,4072,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/geyang/ml_logger/graphs/contributors that there are multiple contributors.,CI is not used on the project.,There is a well maintained README and documentations at https://github.com/geyang/ml_logger/tree/master/ml_logger/docs,There is no commit in the past month,"The project maintainers respond to issues, as evidenced by https://github.com/geyang/ml_logger/issues/28",https://github.com/geyang/ml_logger/blob/master/LICENSE.md is provided,There are many files related to testing.,98.92971564704088,0,0,0,0,0,0,121,0,0,0,0,9,0,0,0,2,69,43,11,0,244,4,16,0
https://github.com/gjy3035/C-3-Framework.git,N,405,131,4303,The source code of the project exists as ad-hoc scripts.,https://github.com/gjy3035/C-3-Framework/graphs/contributors that there are multiple contributors.,CI is not used on the project.,Most of the functions in the source code are not documented.,There is no commit in the past month,"The project maintainers respond to issues, as evidenced by https://github.com/gjy3035/C-3-Framework/issues/81",https://github.com/gjy3035/C-3-Framework/blob/python3.x/LICENSE is provided,There are few files related to testing.,94.34468195007824,0,0,0,0,0,0,176,0,1,0,0,18,2,0,0,0,27,10,0,0,61,0,20,0
https://github.com/google/clusterfuzz.git,Y,4237,1479,87395,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/google/clusterfuzz/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and documentations in https://github.com/google/clusterfuzz/tree/master/docs",Checking https://github.com/google/clusterfuzz/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/google/clusterfuzz/issues/1850",https://github.com/google/clusterfuzz/blob/master/LICENSE is provided,There are many files related to testing.,88.01987646995897,0,0,0,0,0,0,2977,2,43,9,5,51,11,4,5,10,66,298,12,15,3755,4,182,1
https://github.com/google/flax.git,Y,909,629,23388,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/google/flax/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and documentations in https://github.com/google/flax/tree/master/docs",Checking https://github.com/google/flax/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/google/flax/issues/322",https://github.com/google/flax/blob/master/LICENSE is provided,There are many files related to testing.,92.519717357593,0,0,0,0,0,0,1685,14,11,10,1,89,22,0,0,9,254,115,124,2,1080,13,162,4
https://github.com/google/qkeras.git,Y,161,103,19312,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/google/qkeras/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and majority of the functions in https://github.com/google/qkeras/tree/master/qkeras/autoqkeras and https://github.com/google/qkeras/tree/master/qkeras",Checking https://github.com/google/qkeras/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/google/qkeras/issues/20",https://github.com/google/qkeras/blob/master/LICENSE is provided,There are many files related to testing.,90.78906064360469,0,0,0,0,0,0,904,2,7,3,0,37,29,5,2,67,11,95,6,0,924,8,79,0
https://github.com/google/TensorNetwork.git,Y,1291,445,30285,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/google/TensorNetwork/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and documentations in https://github.com/google/TensorNetwork/tree/master/docs",Checking https://github.com/google/TensorNetwork/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/google/TensorNetwork/issues/712",https://github.com/google/TensorNetwork/blob/master/LICENSE is provided,There are many files related to testing.,93.36124084413832,0,0,0,0,0,0,2155,72,55,7,3,104,22,0,0,1,57,706,12,15,463,33,145,0
https://github.com/google/tf-quant-finance.git,Y,1119,470,37871,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/google/tf-quant-finance/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and majority of the functions in https://github.com/google/tf-quant-finance/tree/master/tf_quant_finance and https://github.com/google/tf-quant-finance/tree/master/api_docs",Checking https://github.com/google/tf-quant-finance/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/google/tf-quant-finance/issues/27",https://github.com/google/tf-quant-finance/blob/master/LICENSE is provided,There are few files related to testing.,68.0592719750133,0,0,0,0,0,0,2717,11,17,0,0,18,68,1,0,2,77,228,6,0,464,0,34,3
https://github.com/GoogleCloudPlatform/ml-on-gcp.git,Y,339,366,12141,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/GoogleCloudPlatform/ml-on-gcp/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Little evidence of sustained commit activity with only 7 commits in the past 2 months,"The project maintainers respond to issues, as evidenced by https://github.com/GoogleCloudPlatform/ml-on-gcp/issues/34 and https://github.com/GoogleCloudPlatform/ml-on-gcp/issues/42 but not often",https://github.com/GoogleCloudPlatform/ml-on-gcp/blob/master/LICENSE is provided.,Not much test files,61.34682910898732,0,0,0,0,0,0,366,0,0,0,0,22,1,1,0,4,33,103,6,0,409,1,33,0
https://github.com/google-research/meta-dataset.git,Y,295,194,12033,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/google-research/meta-dataset/graphs/contributors that there are multiple contributors.,CI is not used on the project.,There are is a well maintained README and documentation at https://github.com/google-research/meta-dataset/tree/master/doc,There is no commit in the past month,"The project maintainers respond to issues, as evidenced by https://github.com/google-research/google-research/issues/313",https://github.com/google-research/meta-dataset/blob/master/LICENSE is provided,There are few files related to testing.,72.95166959152715,0,0,0,0,0,0,572,8,18,5,2,17,11,1,0,6,37,183,28,2,483,2,151,1
https://github.com/google-research/tensor2robot.git,Y,335,152,14800,The source code of the project exists as ad-hoc scripts.,https://github.com/google-research/tensor2robot/graphs/contributors that there are multiple contributors.,CI is not used on the project.,"There is a well-maintained README, and the majority of the functions in https://github.com/google-research/tensor2robot/tree/master/models ",Checking https://github.com/google-research/tensor2robot/pulse/monthly there has been 8 commit activity in the past month.,The author of the project does not reply to issues or close them.,https://github.com/google-research/tensor2robot/blob/master/LICENSE is provided,There are few files related to testing.,100.0,0,0,0,0,0,0,583,15,8,6,0,7,6,1,0,0,22,69,9,0,438,1,129,2
https://github.com/google-research/text-to-text-transfer-transformer.git,Y,2607,200,12273,The source code of the project exists as ad-hoc scripts.,https://github.com/google-research/text-to-text-transfer-transformer/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and the majority of the functions in https://github.com/google-research/text-to-text-transfer-transformer/tree/master/t5/scripts",Checking https://github.com/google-research/text-to-text-transfer-transformer/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/google-research/text-to-text-transfer-transformer/issues/299",https://github.com/google-research/text-to-text-transfer-transformer/blob/master/LICENSE is provided,There are many files related to testing.,88.96823215472342,0,0,0,0,0,0,280,0,2,2,0,10,5,1,0,0,3,87,14,3,171,0,33,0
https://github.com/GRAAL-Research/poutyne.git,Y,329,348,8568,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/GRAAL-Research/poutyne/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Little evidence of sustained commit activity,"The project maintainers (mainly 1 person) respond to issues, as evidenced by https://github.com/GRAAL-Research/poutyne/issues/72 and https://github.com/GRAAL-Research/poutyne/issues/40",https://github.com/GRAAL-Research/poutyne/blob/master/LICENSE is provided.,There are many files related to testing.,94.56151605291949,0,0,0,0,0,0,691,3,9,2,0,24,6,0,0,0,36,61,31,0,247,3,95,0
https://github.com/graknlabs/kglib.git,Y,275,480,2314,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/graknlabs/kglib/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and majority of the functions in https://github.com/graknlabs/kglib/tree/master/kglib/kgcn",Checking https://github.com/graknlabs/kglib/pulse/monthly there has been 3 commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/graknlabs/kglib/issues/140",https://github.com/graknlabs/kglib/blob/master/LICENSE.txt is provided,There are few files related to testing.,79.86033314836723,0,0,0,0,0,0,80,0,4,1,0,3,0,0,0,6,0,10,1,2,13,0,16,0
https://github.com/graphbrain/graphbrain.git,Y,161,2653,9068,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/graphbrain/graphbrain/graphs/contributors that there are multiple contributors.,CI is not used on the project.,"There is a well-maintained README, and majority of the functions in https://github.com/graphbrain/graphbrain/tree/master/docs",Checking https://github.com/graphbrain/graphbrain/pulse/monthly there has been 1 commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/graphbrain/graphbrain/issues/17",https://github.com/graphbrain/graphbrain/blob/master/LICENSE is provided,There are few files related to testing.,70.41335967094186,0,0,0,0,0,0,302,22,5,4,2,10,7,4,0,0,5,101,3,0,229,1,34,0
https://github.com/greentfrapp/lucent.git,Y,105,141,1973,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/greentfrapp/lucent/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and majority of the functions in https://github.com/greentfrapp/lucent/tree/master/lucent",Checking https://github.com/greentfrapp/lucent/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/graphbrain/graphbrain/issues/17",https://github.com/greentfrapp/lucent/blob/master/LICENSE is provided,There are few files related to testing.,100.0,0,0,0,0,0,0,121,0,0,0,0,3,2,0,0,0,6,11,0,0,45,0,4,0
https://github.com/guildai/guildai.git,Y,388,3804,105259,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/guildai/guildai/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and majority of the functions in https://github.com/guildai/guildai/tree/master/guild",Checking https://github.com/guildai/guildai/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/guildai/guildai/issues/205",https://github.com/guildai/guildai/blob/master/LICENSE.txt is provided,There are few files related to testing.,95.45753187206442,0,0,0,0,0,0,1019,19,13,16,2,66,32,1,0,22,117,484,121,16,3047,9,277,5
https://github.com/Ha0Tang/AttentionGAN.git,Y,214,216,3360,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,There are no contributors to the project other than the author.,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity,"The project author respond to issues, as evidenced by https://github.com/Ha0Tang/AttentionGAN/issues/12 and https://github.com/Ha0Tang/AttentionGAN/issues/11",https://github.com/Ha0Tang/AttentionGAN/blob/master/LICENSE.md is provided.,There are files related to testing but its everywhere,98.88657766625212,0,0,0,0,0,0,158,0,1,0,0,16,0,0,0,2,18,12,0,0,102,0,26,0
https://github.com/Ha0Tang/GestureGAN.git,N,116,162,1618,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,There are no contributors to the project other than the author.,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity,"The project author respond to issues, as evidenced by https://github.com/Ha0Tang/GestureGAN/issues/3 and https://github.com/Ha0Tang/GestureGAN/issues/2",https://github.com/Ha0Tang/GestureGAN/blob/master/LICENSE.md is provided.,There are files related to testing but its everywhere,82.25221316544969,0,0,0,0,0,0,65,0,1,0,0,15,1,0,0,0,5,6,0,0,68,0,17,0
