GitHub Repo,Engineered ML Project,Stars,Commits,Lines of Code,Architecture,Community,Continuous Integration,Documentation,History,Issues,License,Unit Testing,Python_Percentage,A1_Elements,A2_Elements,B1_Elements,B2_Elements,C1_Elements,C2_Elements,Assign Multi Targets,Call Star,List Comprehension,Dict Comprehension,Set Comprehension,Truth Value Test,Chain Compare,For Multi Targets,For Else,PY_Assign Multi Targets,PY_Call Star,PY_List Comprehension,PY_Dict Comprehension,PY_Set Comprehension,PY_Truth Value Test,PY_Chain Compare,PY_For Multi Targets,PY_For Else
https://github.com/adobe/antialiased-cnns.git,N,1120,115,1785,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/adobe/antialiased-cnns/graphs/contributors shows that there are multiple contributors but mainly 1,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity,Do reply to issues last time but not recently,https://github.com/adobe/antialiased-cnns/blob/master/LICENSE.md is provided.,There is no evidence of any testing done on the project.,100.0,1133,1376,118,8,4,36,52,0,1,0,0,8,0,0,0,0,8,2,0,0,97,0,20,0
https://github.com/AFAgarap/cnn-svm.git,N,145,111,557,The source code of the project exists as ad-hoc scripts.,There are no contributors to the project other than the author.,CI is not used on the project.,Most of the functions in the source code are not documented.,No evidence of sustained commit activity,Issues all raised by author and he do answered others' questions,https://github.com/AFAgarap/cnn-svm/blob/master/LICENSE is provided.,there is no evidence of any testing done on the project.,98.53184870773612,56,50,31,3,3,5,44,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,4,0
https://github.com/aiqm/torchani.git,Y,153,358,4738,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/aiqm/torchani/graphs/contributors shows that there are multiple contributors,The project uses CI but not sure what is it,Most of the functions in the source code are not documented.,Evidence of sustained commit activity but not stable,"The project maintainers respond to issues, as evidenced by https://github.com/XanaduAI/pennylane/issues/661 and https://github.com/XanaduAI/pennylane/issues/533",https://github.com/aiqm/torchani/blob/master/LICENSE is provided.,There are many files related to testing,80.65705442741753,3631,5506,328,51,88,40,267,0,3,2,0,9,8,0,1,0,13,34,6,0,123,0,37,0
https://github.com/aisolab/nlp_classification.git,N,176,383,5626,Organized into projects where each project source code have been organised into different modules in a way that shows the relationship between different files.,https://github.com/aisolab/nlp_classification/graphs/contributors shows that there are multiple contributors but mainly 1,CI is not used on the project.,Most of the functions in the source code are not documented.,No evidence of sustained commit activity,"Only 2 issues, 1 open, 1 closed",https://github.com/aisolab/nlp_classification/blob/master/LICENSE is provided.,1 test file for each project,100.0,4111,5229,572,82,104,97,369,0,8,0,0,30,32,0,4,0,11,46,22,0,288,0,30,21
https://github.com/albumentations-team/albumentations.git,Y,5406,573,9200,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/albumentations-team/albumentations/graphs/contributors?from=2019-04-22&to=2020-03-12&type=c shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,commit activity decreasing,"The project maintainers respond to issues, as evidenced by https://github.com/albumentations-team/albumentations/issues/644 and https://github.com/albumentations-team/albumentations/issues/653 however there are s lot open issues",https://github.com/albumentations-team/albumentations/blob/master/LICENSE is provided.,There are many files related to testing,99.84934633900131,10327,10174,1254,507,112,139,583,50,2,4,0,62,29,0,0,1,53,76,14,3,351,39,52,0
https://github.com/allegroai/trains.git,Y,1347,640,115412,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/allegroai/trains/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Little evidence of sustained commit activity,"The project maintainers (mainly 1 person) respond to issues, as evidenced by https://github.com/allegroai/trains/issues/154 and https://github.com/allegroai/trains/issues/138",https://github.com/allegroai/trains/blob/master/LICENSE is provided.,There is no evidence of any testing done on the project.,100.0,0,0,0,0,0,0,2331,5,26,7,0,74,57,6,3,32,275,582,151,7,5072,4,250,2
https://github.com/allenai/allennlp.git,Y,8655,2156,40659,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/allenai/allennlp/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/XanaduAI/pennylane/issues/661 and https://github.com/allenai/allennlp/issues/4437",https://github.com/allenai/allennlp/blob/master/LICENSE is provided.,There are many files related to testing,98.42757997143306,0,0,0,0,0,0,2367,4,22,24,1,189,45,2,3,4,114,611,110,14,1289,26,373,8
https://github.com/allenai/scibert.git,N,651,253,1237,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/allenai/scibert/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,Most of the functions in the source code are not documented.,Evidence of sustained commit activity,Do reply to issues last time but not recently,https://github.com/allenai/scibert/blob/master/LICENSE.txt is provided.,There are files related to testing,95.76150241857056,695,837,76,15,29,17,42,0,0,0,0,2,0,0,0,0,1,24,3,0,42,0,34,0
https://github.com/alvinwan/neural-backed-decision-trees.git,Y,280,702,3383,The source code of the project exists as ad-hoc scripts.,https://github.com/alvinwan/neural-backed-decision-trees/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Little evidence of sustained commit activity,The maintainers of the project does not reply to issues or close them.,https://github.com/alvinwan/neural-backed-decision-trees/blob/master/LICENSE is provided.,There are files related to testing,84.4062913613043,2280,2462,286,57,59,92,148,1,1,1,1,8,4,0,0,11,35,45,8,1,134,1,19,0
https://github.com/amansrivastava17/embedding-as-service.git,N,116,373,9037,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/amansrivastava17/embedding-as-service/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,Most of the functions in the source code are not documented.,Evidence of sustained commit activity,Do reply to issues last time but not recently,https://github.com/amansrivastava17/embedding-as-service/blob/master/LICENSE is provided.,There is no evidence of any testing done on the project.,99.87258655469104,0,0,0,0,0,0,379,1,8,6,0,33,34,1,1,2,12,83,15,0,416,3,47,0
https://github.com/amzn/xfer.git,Y,159,193,10176,Organized into projects where each project source code have been organised into different modules in a way that shows the relationship between different files.,https://github.com/amzn/xfer/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Little evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/amzn/xfer/issues/70 and https://github.com/amzn/xfer/issues/78",https://github.com/amzn/xfer/blob/master/LICENSE is provided.,There are many projects in this git and some of them have test files,99.6157594287639,5458,9005,669,313,92,128,434,9,16,3,0,32,2,10,0,7,16,77,4,0,181,0,58,0
https://github.com/arogozhnikov/einops.git,Y,833,199,3449,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/arogozhnikov/einops/graphs/contributors shows that there are multiple contributors but mainly 1,The project uses Travis CI,There is a well-maintained documentation,No evidence of sustained commit activity,Open issues more than closed,https://github.com/arogozhnikov/einops/blob/master/LICENSE is provided.,There are files related to testing,97.88668890144928,3029,2564,384,201,77,38,166,2,1,2,0,22,3,0,0,1,25,45,7,5,87,10,58,0
https://github.com/arviz-devs/arviz.git,Y,804,966,29227,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/arviz-devs/arviz/graphs/contributors shows that there are multiple contributors,The project uses Azure Pipeline CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/arviz-devs/arviz/issues/1262 and https://github.com/arviz-devs/arviz/issues/1270",https://github.com/arviz-devs/arviz/blob/master/LICENSE is provided.,There are many files related to testing,70.46551389995479,0,0,0,0,0,0,952,4,7,3,1,46,22,3,1,3,67,238,96,0,1233,17,218,1
https://github.com/asappresearch/flambe.git,Y,208,661,12861,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/asappresearch/flambe/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Evidence of sustained commit activity until recently,Do reply to issues last time but not recently and not often,https://github.com/asappresearch/flambe/blob/master/LICENSE is provided.,There are many files related to testing,97.1608583973265,0,0,0,0,0,0,458,5,3,6,0,57,13,1,0,5,33,87,12,1,533,8,87,0
https://github.com/asappresearch/sru.git,Y,1805,275,3357,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/asappresearch/sru/graphs/contributors shows that there are multiple contributors,The project uses Circle CI,Most of the functions in the source code are not documented.,No evidence of sustained commit activity,Open issues more than closed,https://github.com/asappresearch/sru/blob/master/LICENSE is provided.,There are files related to testing,59.90352939442401,0,0,0,0,0,0,166,0,0,0,0,18,5,0,0,2,2,93,2,3,131,1,13,0
https://github.com/as-ideas/TransformerTTS.git,Y,360,421,4195,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/as-ideas/TransformerTTS/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/as-ideas/TransformerTTS/issues/33 and https://github.com/as-ideas/TransformerTTS/issues/34 but not often",https://github.com/as-ideas/TransformerTTS/blob/master/LICENSE is provided.,There are files related to testing,100.0,0,0,0,0,0,0,136,2,0,1,0,5,2,2,0,0,4,26,3,0,71,0,24,0
https://github.com/astooke/rlpyt.git,Y,1523,639,28684,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/astooke/rlpyt/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Little evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/astooke/rlpyt/issues/162 and https://github.com/astooke/rlpyt/issues/170",https://github.com/astooke/rlpyt/blob/master/LICENSE is provided.,There are files related to testing,100.0,0,0,0,0,0,0,799,0,0,2,0,83,9,2,2,50,800,468,20,0,577,5,70,0
https://github.com/autorope/donkeycar.git,Y,1825,1893,12355,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/autorope/donkeycar/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/autorope/donkeycar/issues/600 and https://github.com/autorope/donkeycar/issues/566",https://github.com/autorope/donkeycar/blob/dev/LICENSE is provided.,There are many files related to testing,87.05970680876919,0,0,0,0,0,0,926,11,16,2,2,132,40,2,0,9,53,77,2,0,800,5,58,0
https://github.com/avrae/avrae.git,Y,146,2854,17885,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/avrae/avrae/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,Most of the functions in the source code are not documented.,Evidence of sustained commit activity,"Most of the bugs raised by bot, resolved then closed by bot",https://github.com/avrae/avrae/blob/master/LICENSE is provided.,There are many files related to testing,99.97109940631142,0,0,0,0,0,0,549,0,9,3,1,38,25,1,0,15,68,290,25,9,1646,55,91,4
https://github.com/baldassarreFe/deep-koalarization.git,Y,349,148,2616,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/baldassarreFe/deep-koalarization/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/baldassarreFe/deep-koalarization/issues/4 and https://github.com/baldassarreFe/deep-koalarization/issues/14",https://github.com/baldassarreFe/deep-koalarization/blob/master/LICENSE is provided.,There are many files related to testing,99.38925396211827,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,2,1,0,0,15,0,0,0
https://github.com/batra-mlp-lab/visdial-challenge-starter-pytorch.git,N,162,120,1510,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/batra-mlp-lab/visdial-challenge-starter-pytorch/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,Most of the functions in the source code are not documented.,No evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/batra-mlp-lab/visdial-challenge-starter-pytorch/issues/23 and https://github.com/batra-mlp-lab/visdial-challenge-starter-pytorch/issues/32 but not very often",https://github.com/batra-mlp-lab/visdial-challenge-starter-pytorch/blob/master/LICENSE is provided.,There is no evidence of any testing done on the project.,99.22033574515844,0,0,0,0,0,0,52,0,0,0,0,1,0,0,0,0,2,26,9,0,25,0,9,0
https://github.com/bayesiains/nflows.git,Y,107,105,6154,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/bayesiains/nflows/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,Most of the functions in the source code are not documented.,Little evidence of sustained commit activity,Open issues more than closed,https://github.com/bayesiains/nflows/blob/master/LICENSE.md is provided.,There are many files related to testing,100.0,0,0,0,0,0,0,387,6,0,0,0,9,3,0,0,0,158,16,0,0,118,0,11,0
https://github.com/Belval/TextRecognitionDataGenerator.git,Y,1269,121,2922,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/Belval/TextRecognitionDataGenerator/graphs/contributors shows that there are multiple contributors but mainly author,The project uses Travis CI,There is a well-maintained documentation,No evidence of sustained commit activity,"The project maintainers (mainly author) respond to issues, as evidenced by https://github.com/Belval/TextRecognitionDataGenerator/issues/109 and https://github.com/Belval/TextRecognitionDataGenerator/issues/95.",https://github.com/Belval/TextRecognitionDataGenerator/blob/master/LICENSE is provided.,There are 2 files related to testing.,99.26860938617952,0,0,0,0,0,0,54,0,0,0,0,15,2,0,0,0,3,48,0,0,26,0,5,0
https://github.com/beringresearch/ivis.git,Y,199,420,1694,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/beringresearch/ivis/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Little evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/beringresearch/ivis/issues/61 and https://github.com/beringresearch/ivis/issues/71",https://github.com/beringresearch/ivis/blob/master/LICENSE is provided.,There are many files related to testing,92.92854527180222,0,0,0,0,0,0,106,2,0,0,0,1,0,0,0,0,3,17,4,0,47,5,9,0
https://github.com/bethgelab/foolbox.git,Y,1474,1538,7631,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/bethgelab/foolbox/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Little evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/bethgelab/foolbox/issues/498 and https://github.com/bethgelab/foolbox/issues/545 but some are closed without resolving","There is no license to be found, either in the form of a license file or written inside the source code file.",There are many files related to testing,93.11942191818058,0,0,0,0,0,0,471,4,0,0,0,47,9,1,0,2,34,27,0,0,191,12,14,0
https://github.com/beyretb/AnimalAI-Olympics.git,N,516,312,1876,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/beyretb/AnimalAI-Olympics/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/beyretb/AnimalAI-Olympics/issues/83 and https://github.com/beyretb/AnimalAI-Olympics/issues/91","There is no license to be found, either in the form of a license file or written inside the source code file.",There are files related to testing,100.0,0,0,0,0,0,0,21,0,0,2,0,4,0,0,0,0,0,11,0,0,26,0,4,0
https://github.com/bhoov/exbert.git,Y,283,138,60137,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/bhoov/exbert/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/bhoov/exbert/issues/7 and https://github.com/bhoov/exbert/issues/10",https://github.com/bhoov/exbert/blob/master/LICENSE is provided.,There are many files related to testing,91.27345424182344,0,0,0,0,0,0,2168,9,19,17,0,178,159,1,1,12,272,440,79,2,1825,16,343,1
https://github.com/BindsNET/bindsnet.git,Y,659,1317,8976,The source code of the project exists as ad-hoc scripts.,https://github.com/BindsNET/bindsnet/graphs/contributors shows that there are multiple contributors.,The project uses Travis CI,Most of the functions in the source code are not documented.,Little evidence of sustained commit activity with 17 commits last month,"The project maintainers respond to issues, as evidenced by https://github.com/BindsNET/bindsnet/issues/345 and https://github.com/BindsNET/bindsnet/issues/317.",https://github.com/BindsNET/bindsnet/blob/master/LICENSE is provided.,There are many files related to testing.,99.58446556962252,0,0,0,0,0,0,356,17,0,0,0,49,15,3,0,0,130,33,37,0,402,4,47,1
https://github.com/biolib/openprotein.git,N,117,163,2241,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/biolib/openprotein/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,Most of the functions in the source code are not documented.,No evidence of sustained commit activity,Open issues more than closed,https://github.com/biolib/openprotein/blob/master/LICENSE is provided.,There are files related to testing,98.16072228025668,0,0,0,0,0,0,143,0,15,1,0,17,1,0,0,0,6,29,1,0,71,3,26,0
https://github.com/bitextor/bitextor.git,Y,140,2578,3705,The source code of this project has been organised into different modules in a way that shows the relationship between different files but quite messy,https://github.com/bitextor/bitextor/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Evidence of sustained commit activity until recently,"The project maintainers respond to issues, as evidenced by https://github.com/bitextor/bitextor/issues/169 and https://github.com/bitextor/bitextor/issues/175",https://github.com/bitextor/bitextor/blob/master/document-aligner/LICENSE is provided.,There are files related to testing,75.02155160270677,0,0,0,0,0,0,129,0,6,1,0,23,6,0,0,0,1,34,3,0,313,3,34,0
https://github.com/black0017/MedicalZooPytorch.git,N,189,113,6096,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/black0017/MedicalZooPytorch/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/black0017/MedicalZooPytorch/issues/3 and https://github.com/black0017/MedicalZooPytorch/issues/4",https://github.com/black0017/MedicalZooPytorch/blob/master/LICENSE.md is provided.,There are many files related to testing,90.35137313733613,0,0,0,0,0,0,370,6,2,0,0,25,8,0,0,0,13,7,0,0,90,4,17,0
https://github.com/BloodAxe/pytorch-toolbelt.git,Y,753,467,9912,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/BloodAxe/pytorch-toolbelt/graphs/contributors shows that there are multiple contributors but mainly author,The project uses Travis CI,Most of the functions in the source code are not documented.,There are only 2 commits in the past month however there seems to be evidence of sustained commit activity as the commits are quite stable,"The project maintainers (mainly author) respond to issues, as evidenced by https://github.com/BloodAxe/pytorch-toolbelt/issues/4 and https://github.com/BloodAxe/pytorch-toolbelt/issues/7.",https://github.com/BloodAxe/pytorch-toolbelt/blob/develop/LICENSE is provided.,There are many files related to testing.,99.95124237868212,0,0,0,0,0,0,508,12,15,0,0,51,8,0,0,3,38,80,2,0,263,3,58,0
https://github.com/brainiak/brainiak.git,Y,192,376,19127,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/brainiak/brainiak/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Little evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/brainiak/brainiak/issues/448 and https://github.com/brainiak/brainiak/issues/456",https://github.com/brainiak/brainiak/blob/master/LICENSE is provided.,There are many files related to testing,89.04008308959725,0,0,0,0,0,0,936,21,18,0,0,96,35,4,0,1,10,137,1,0,255,24,78,0
https://github.com/BrikerMan/Kashgari.git,Y,1697,838,4420,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/BrikerMan/Kashgari/graphs/contributors shows that there are multiple contributors but mainly author,The project uses Azure Pipeline for CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers (mainly author) respond to issues, as evidenced by https://github.com/BrikerMan/Kashgari/issues/394 and https://github.com/BrikerMan/Kashgari/issues/387.",https://github.com/BrikerMan/Kashgari/blob/v2-trunk/LICENSE is provided.,There are many files related to testing.,99.35845016016157,0,0,0,0,0,0,153,0,8,0,0,3,7,3,0,0,9,37,1,0,80,13,22,0
https://github.com/broadinstitute/keras-rcnn.git,Y,501,838,4683,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/broadinstitute/keras-rcnn/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,Most of the functions in the source code are not documented.,No evidence of sustained commit activity,Open issues more than closed,https://github.com/broadinstitute/keras-rcnn/blob/master/LICENSE is provided.,There are many files related to testing,100.0,0,0,0,0,0,0,302,0,0,0,0,6,1,0,0,0,1,0,0,0,30,0,7,0
https://github.com/bureaucratic-labs/dostoevsky.git,Y,132,173,316,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/bureaucratic-labs/dostoevsky/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,Most of the functions in the source code are not documented.,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/bureaucratic-labs/dostoevsky/issues/37 and https://github.com/bureaucratic-labs/dostoevsky/issues/83",https://github.com/bureaucratic-labs/dostoevsky/blob/master/LICENSE is provided.,There are 2 files related to testing,100.0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,2,0
https://github.com/Cadene/bootstrap.pytorch.git,Y,168,231,2866,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/Cadene/bootstrap.pytorch/graphs/contributors shows that there are multiple contributors but mainly author,The project uses Travis CI,There is a well-maintained documentation,No evidence of sustained commit activity,The project maintainers did not respond to most of the issues,https://github.com/Cadene/bootstrap.pytorch/blob/master/LICENSE.txt is provided.,There are many files related to testing.,100.0,0,0,0,0,0,0,74,0,2,6,0,11,0,0,0,0,16,12,7,0,125,0,40,0
https://github.com/Calamari-OCR/calamari.git,Y,621,252,9032,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/Calamari-OCR/calamari/graphs/contributors shows that there are multiple contributors but mainly author,The project uses Gitlab CI,Most of the functions in the source code are not documented.,No evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/Project-MONAI/MONAI/issues/614 and https://github.com/Project-MONAI/MONAI/issues/598.",https://github.com/Cadene/bootstrap.pytorch/blob/master/LICENSE.txt is provided.,There are many files related to testing.,94.28633195482551,0,0,0,0,0,0,296,2,5,1,0,63,14,0,1,1,31,136,8,1,298,1,97,0
https://github.com/calico/basenji.git,Y,106,1447,25201,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/calico/basenji/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/calico/basenji/issues/55 and https://github.com/calico/basenji/issues/57",https://github.com/calico/basenji/blob/master/LICENSE is provided.,There are many files related to testing,53.78142797158368,0,0,0,0,0,0,2293,3,43,21,6,131,16,7,1,0,16,468,2,0,1232,11,176,0
https://github.com/catalyst-team/catalyst.git,Y,1963,1238,31479,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/catalyst-team/catalyst/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/catalyst-team/catalyst/issues/854 and https://github.com/catalyst-team/catalyst/issues/857",https://github.com/catalyst-team/catalyst/blob/master/LICENSE is provided.,There are many files related to testing,98.76666154514432,0,0,0,0,0,0,1100,5,7,6,0,81,26,1,0,27,84,86,95,1,599,20,151,0
https://github.com/cgre-aachen/gempy.git,Y,280,1815,23992,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/cgre-aachen/gempy/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/cgre-aachen/gempy/issues/422 and https://github.com/cgre-aachen/gempy/issues/431 but still a lot open issues",https://github.com/cgre-aachen/gempy/blob/master/LICENSE is provided.,There are many files related to testing,97.1410824396645,0,0,0,0,0,0,63,12,3,0,0,6,5,0,0,2,9,3,0,0,33,0,9,0
https://github.com/chuyangliu/snake.git,Y,1151,230,2371,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/chuyangliu/snake/graphs/contributors shows that there are multiple contributors but mainly 1,The project uses Travis CI,There is a well-maintained documentation,No evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/chuyangliu/snake/issues/32 and https://github.com/chuyangliu/snake/issues/34",https://github.com/chuyangliu/snake/blob/master/LICENSE.md is provided.,There are many files related to testing,100.0,0,0,0,0,0,0,95,3,1,0,0,16,10,4,1,2,0,12,0,0,84,0,15,0
https://github.com/Ciphey/Ciphey.git,Y,111,774,4542,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/Ciphey/Ciphey/graphs/contributors shows that there are multiple contributors but mainly author,The project uses CI but not sure what is it,Most of the functions in the source code are not documented.,No evidence of sustained commit activity until recent 2 months,"The project maintainers respond to issues, as evidenced by https://github.com/Ciphey/Ciphey/issues/118 and https://github.com/Ciphey/Ciphey/issues/117.",https://github.com/Ciphey/Ciphey/blob/master/license is provided.,There are many files related to testing.,100.0,0,0,0,0,0,0,90,0,9,1,0,41,6,0,0,6,10,22,8,1,82,2,16,0
https://github.com/cisco/mindmeld.git,Y,363,2773,22390,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/cisco/mindmeld/graphs/contributors shows that there are multiple contributors,The project uses Circle CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/cisco/mindmeld/issues/137 and https://github.com/cisco/mindmeld/issues/148",https://github.com/cisco/mindmeld/blob/master/LICENSE is provided.,There are many files related to testing,92.34149471966523,0,0,0,0,0,0,1038,5,32,10,3,43,16,6,1,2,56,434,46,9,1199,7,218,0
https://github.com/ClementPinard/SfmLearner-Pytorch.git,Y,607,113,2622,The source code of the project exists as ad-hoc scripts.,https://github.com/ClementPinard/SfmLearner-Pytorch/graphs/contributors shows that there are multiple contributors but mainly author,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity,"The project author respond to issues, as evidenced by https://github.com/ClementPinard/SfmLearner-Pytorch/issues/73 and https://github.com/ClementPinard/SfmLearner-Pytorch/issues/77.",https://github.com/ClementPinard/SfmLearner-Pytorch/blob/master/LICENSE is provided.,There are many files related to testing.,100.0,0,0,0,0,0,0,184,23,0,0,0,18,3,0,0,0,11,47,0,0,67,0,39,0
https://github.com/CLUEbenchmark/CLUE.git,Y,964,457,47555,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/CLUEbenchmark/CLUE/graphs/contributors shows that there are multiple contributors but mainly author,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity,The author of the project reply to only some of the issues,"There are multiple license files found in models folder such as bert, ernie and bert_wwm.ext",There are many files related to testing specifically 1-2 for each model,88.0066170388751,0,0,0,0,0,0,2944,4,62,75,2,246,315,9,12,3,98,441,28,0,2366,7,508,5
https://github.com/cmu-db/ottertune.git,Y,977,379,14175,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/cmu-db/ottertune/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,Most of the functions in the source code are not documented.,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/cmu-db/ottertune/issues/347 and https://github.com/cmu-db/ottertune/issues/412",https://github.com/cmu-db/ottertune/blob/master/LICENSE is provided.,There are many files related to testing,68.61133447370088,0,0,0,0,0,0,749,3,5,5,1,45,7,4,1,0,12,108,26,1,412,1,144,0
