"GitHub.Repo","Engineered.ML.Project","Python_Percentage","Assign.Multi.Targets","Call.Star","List.Comprehension","Dict.Comprehension","Set.Comprehension","Truth.Value.Test","Chain.Compare","For.Multi.Targets","For.Else","PY_Assign.Multi.Targets","PY_Call.Star","PY_List.Comprehension","PY_Dict.Comprehension","PY_Set.Comprehension","PY_Truth.Value.Test","PY_Chain.Compare","PY_For.Multi.Targets","PY_For.Else","duplicated_lines_density","security_remediation_effort","duplicated_files","violations","critical_violations","info_violations","uncovered_lines","complexity","minor_violations","duplicated_lines","sqale_index","bugs","ncloc","reliability_remediation_effort","reliability_rating","sqale_debt_ratio","comment_lines_density","security_hotspots","cognitive_complexity","duplicated_blocks","blocker_violations","major_violations","security_rating","files","code_smells","security_hotspots_to_review_status","vulnerabilities","file_complexity","HIGH_reliability_issues","MEDIUM_reliability_issues","LOW_reliability_issues","HIGH_maintainability_issues","MEDIUM_maintainability_issues","LOW_maintainability_issues","HIGH_security_issues","MEDIUM_security_issues","LOW_security_issues","tot_pythonic","tot_non_pythonic","pythonic_percentage"
"https://github.com/EpistasisLab/tpot.git",1,75.8517513696186,199,3,1,1,0,34,5,0,0,0,10,45,2,0,160,0,24,0,7.4,0,11,225,47,0,3821,818,105,909,1439,6,7501,60,4,0.6,29.2,7,934,28,0,73,1,51,219,7,0,16,2,25,0,47,67,105,0,0,20,241,243,0.497933884297521
"https://github.com/eth-sri/eran.git",1,73.7857296957331,273,22,5,0,0,29,12,5,2,4,36,87,5,0,289,9,40,1,4.6,0,6,484,98,4,5328,1314,116,445,3880,3,6059,35,5,2.1,28.1,3,3247,18,1,265,1,26,481,3,0,50.5,2,2,0,99,263,119,0,0,0,471,348,0.575091575091575
"https://github.com/explosion/spacy-transformers.git",1,93.4013810376094,108,0,3,3,1,15,1,7,0,0,5,48,0,0,42,0,28,1,2,0,3,55,7,1,1954,423,33,86,281,1,3152,10,3,0.3,17.4,1,353,4,0,14,1,35,54,1,0,12.1,0,1,0,7,13,34,0,0,0,124,138,0.473282442748092
"https://github.com/facebookresearch/ClassyVision.git",1,94.3376349516456,657,6,5,8,0,30,24,0,0,1,23,90,19,2,438,3,101,0,1.8,0,14,282,24,14,11563,2794,144,560,1016,16,19547,113,5,0.2,25.3,17,2067,23,3,97,1,217,266,17,0,12.9,3,23,0,24,121,121,0,0,10,677,730,0.481165600568586
"https://github.com/facebookresearch/CrypTen.git",1,83.9144432320315,908,8,5,0,0,94,30,1,2,1,172,162,10,0,671,2,163,0,3.9,0,20,440,130,59,15095,4200,90,1302,2411,36,21685,388,5,0.4,21.7,34,4324,62,6,155,1,120,404,34,0,35,19,17,0,117,138,149,0,0,0,1181,1048,0.529834006280843
"https://github.com/facebookresearch/habitat-api.git",1,99.3920017535611,1659,27,29,9,0,184,50,4,11,1,229,368,108,19,1696,5,313,1,2.8,0,37,623,183,107,31450,8350,128,2327,3935,54,57694,293,5,0.2,17.7,31,8137,100,5,200,1,378,569,31,0,22.1,11,102,3,185,152,232,0,0,58,2740,1973,0.581370676851262
"https://github.com/facebookresearch/mmf.git",1,98.8882187540449,1985,7,28,8,1,128,46,5,0,12,213,232,34,5,1299,7,202,0,4.5,0,45,529,110,55,29395,6805,203,2742,3033,17,43285,117,5,0.2,15.3,38,6047,120,11,150,1,388,512,38,0,17.5,2,24,2,119,140,253,0,0,11,2004,2208,0.475783475783476
"https://github.com/facebookresearch/nevergrad.git",1,96.9559573132865,929,4,7,1,0,90,200,2,2,0,133,467,63,8,1093,83,104,0,8,5,9,1165,150,57,20917,7112,194,3573,7455,49,31186,279,3,0.8,22.7,11,7440,250,1,763,4,203,1115,11,1,35,4,247,1,158,708,249,1,0,199,1951,1235,0.612366603892028
"https://github.com/facebookresearch/ParlAI.git",1,85.4347122427334,3843,16,95,28,7,328,112,27,4,28,162,1298,186,5,4028,10,703,2,2.3,0,88,1517,641,121,78789,20667,262,4561,13573,99,132719,593,5,0.3,21.8,374,21783,198,29,464,1,1373,1418,374,0,15.1,30,78,7,648,417,353,0,0,10,6422,4460,0.590148869693071
"https://github.com/facebookresearch/pyrobot.git",1,78.1668420943348,634,23,8,4,0,38,13,3,0,2,5,41,0,0,284,14,18,0,2.7,0,15,488,55,24,9571,1744,251,572,1922,25,12880,166,5,0.5,28,0,1664,26,6,152,1,162,463,0,0,10.8,7,40,0,55,135,273,0,0,21,364,723,0.334866605335787
"https://github.com/facebookresearch/pytext.git",1,99.9357895121709,1703,19,18,9,1,142,38,9,0,13,228,507,97,11,1487,25,381,3,3.9,0,51,755,188,42,31719,8566,232,3156,4909,42,57217,272,5,0.3,17.9,40,7533,154,11,282,1,414,713,40,0,20.7,12,57,5,187,289,237,0,0,32,2752,1939,0.586655297377958
"https://github.com/facebookresearch/ReAgent.git",1,80.9064815592415,1777,15,17,29,1,104,49,2,1,5,104,294,141,3,721,32,211,0,3.3,0,41,540,75,80,27480,5772,143,2222,3061,20,49494,101,5,0.2,15.5,24,4538,118,3,239,1,479,520,24,0,12.1,9,44,2,81,219,220,0,0,29,1511,1995,0.430975470621791
"https://github.com/fastnlp/fastNLP.git",1,85.7313455891735,1861,4,36,18,0,355,132,12,3,11,153,381,75,6,2664,34,500,0,12.6,0,93,1355,380,74,38743,11116,426,11501,9701,67,55773,511,5,0.6,30.2,26,12535,533,11,464,1,425,1288,26,0,26.2,12,87,3,381,412,495,0,0,34,3824,2421,0.612329863891113
"https://github.com/faustomorales/keras-ocr.git",1,98.5396955985191,112,0,2,0,0,12,5,0,0,0,5,100,5,0,69,0,15,0,0,0,0,68,13,0,1576,415,35,0,397,2,3078,10,3,0.4,20,7,515,0,0,20,1,19,66,7,0,21.8,0,10,0,13,18,35,0,0,8,194,131,0.596923076923077
"https://github.com/fbcotter/pytorch_wavelets.git",1,60.1739389383037,386,29,0,0,0,26,8,0,0,1,46,63,1,0,208,4,6,0,10,0,8,309,17,0,3754,717,223,708,1145,13,4618,95,5,0.8,24.2,0,847,37,2,67,1,37,296,0,0,19.4,2,34,3,17,59,220,0,0,26,329,449,0.422879177377892
"https://github.com/f-dangel/backpack.git",1,96.1736276837503,325,8,8,0,0,13,2,0,0,0,97,176,3,1,231,1,102,0,3.5,0,26,496,12,18,9241,2245,228,1004,1826,2,16353,10,3,0.4,31,17,1118,41,1,237,1,394,494,17,0,5.7,1,1,0,13,235,247,0,0,1,611,356,0.631851085832472
"https://github.com/feast-dev/feast.git",1,74.0422059422593,839,0,15,3,0,85,20,1,0,0,22,311,54,20,1047,6,135,1,7.1,0,66,471,93,82,21681,5558,71,4763,2711,9,50209,56,5,0.2,13.1,72,4563,205,3,222,1,416,462,72,0,13.4,121,32,0,98,216,148,0,0,25,1596,963,0.623681125439625
"https://github.com/FederatedAI/FATE.git",1,52.092358445787,1924,17,55,7,0,143,66,1,2,1,160,438,61,8,1785,14,380,2,11.4,0,139,1163,222,62,36129,9226,183,8688,6502,33,51998,248,5,0.4,15,26,8273,884,9,687,1,586,1130,26,0,15.7,9,96,2,230,664,236,0,0,56,2849,2215,0.562598736176935
"https://github.com/feedly/transfer-nlp.git",1,98.9336804774508,144,0,1,1,0,4,0,1,0,0,5,36,8,0,86,0,38,0,18.2,0,9,69,20,3,2643,592,26,1044,262,2,3899,20,5,0.2,12.1,11,360,31,1,19,1,48,67,11,0,12.3,1,2,0,20,18,29,0,0,1,173,151,0.533950617283951
"https://github.com/fepegar/torchio.git",1,100,426,0,1,3,0,21,9,0,0,11,45,36,15,0,331,6,63,5,0,0,0,89,20,0,8377,1892,15,0,506,9,12288,60,5,0.1,23.5,11,1342,0,3,51,1,169,80,11,0,11.2,8,26,1,27,39,14,0,0,20,512,460,0.526748971193416
"https://github.com/fizyr/keras-retinanet.git",1,99.4744880624645,195,2,0,0,0,11,4,0,0,0,14,41,0,0,106,0,32,0,1.6,0,7,80,6,0,3232,770,17,133,471,13,4636,35,3,0.3,33.8,2,693,8,0,57,1,64,67,2,0,12,4,23,0,10,40,17,0,0,10,193,212,0.476543209876543
"https://github.com/flairNLP/flair.git",1,99.9825636440283,1190,6,13,5,2,117,26,8,2,2,92,365,32,8,1088,20,215,0,3.2,0,16,615,185,18,19873,5820,342,1557,5109,18,32676,108,3,0.5,17.6,56,6436,82,2,68,1,128,597,56,0,45.5,4,19,3,195,45,357,0,0,4,1822,1369,0.570980883735506
"https://github.com/flatironinstitute/CaImAn.git",1,97.2047449313178,1303,37,21,1,0,151,26,1,1,7,87,402,9,0,1025,7,134,0,2.5,0,20,2344,245,110,19157,4252,1300,1104,14517,21,25191,118,5,1.9,35.8,8,7567,53,1,688,1,97,2323,8,0,43.8,123,87,4,360,557,1406,0,0,72,1671,1541,0.520236612702366
"https://github.com/flow-project/flow.git",1,80.3333056316025,784,5,6,10,0,39,3,5,0,3,12,295,17,0,333,2,69,0,7.2,0,42,492,125,80,13326,2866,161,3020,2755,8,22982,75,5,0.4,36.3,22,2926,94,3,123,1,205,484,22,0,14,6,15,2,123,128,233,0,0,14,731,852,0.461781427668983
"https://github.com/frankkramer-lab/MIScnn.git",1,95.5000531508809,361,1,7,1,0,18,4,2,0,0,1,18,1,0,315,0,8,0,12.3,0,17,355,65,4,5095,1207,132,1434,2245,7,6440,65,5,1.2,32.7,4,1142,69,1,153,1,70,348,4,0,17.2,1,69,0,65,147,136,0,0,63,343,394,0.465400271370421
"https://github.com/funcwj/setk.git",0,50.5143652305242,224,1,4,0,0,18,5,0,0,0,9,108,1,0,229,1,58,0,0.9,0,1,79,8,1,1714,501,50,34,303,1,2123,10,3,0.5,36.1,2,415,2,0,20,1,14,78,2,0,35.8,0,5,0,8,20,50,0,0,4,406,252,0.617021276595745
"https://github.com/galaxyproject/galaxy.git",1,59.8824769455338,8928,10,244,124,16,796,251,70,19,80,341,1195,129,56,12834,29,1279,35,1.8,590,125,5129,1419,883,208388,54927,762,7504,50515,89,317882,611,5,0.5,13.6,358,64007,352,37,2028,5,1982,5015,358,25,28.2,69,50,16,1409,1978,1628,24,1,0,15978,10458,0.604403086699955
"https://github.com/geoopt/geoopt.git",1,99.6717320398875,366,3,4,0,0,21,14,2,0,0,176,10,0,0,234,2,62,0,4.5,0,16,118,15,12,6180,1421,46,673,723,3,8539,15,3,0.3,34,2,1040,24,0,45,1,74,115,2,0,19.2,0,4,0,15,44,56,0,0,1,484,410,0.541387024608501
"https://github.com/geyang/ml_logger.git",1,98.9297156470409,121,0,0,0,0,9,0,0,0,2,69,43,11,0,244,4,16,0,2,120,4,219,31,48,3897,998,52,154,943,12,4515,90,5,0.7,28.7,36,1036,8,6,82,5,61,203,36,4,16.9,2,20,1,32,72,99,4,0,10,389,130,0.749518304431599
"https://github.com/gjy3035/C-3-Framework.git",0,94.3446819500782,176,0,1,0,0,18,2,0,0,0,27,10,0,0,61,0,20,0,44.3,0,59,138,29,1,4580,635,31,3554,657,1,4986,10,5,0.4,20.1,9,604,244,1,76,1,146,137,9,0,4.3,1,8,0,29,76,32,0,0,0,118,197,0.374603174603175
"https://github.com/google/clusterfuzz.git",1,88.019876469959,2977,2,43,9,5,51,11,4,5,10,66,298,12,15,3755,4,182,1,1.5,60,29,1328,639,190,62481,14325,211,2316,9335,14,102368,68,4,0.3,17.7,264,10781,124,6,282,5,641,1312,264,2,22.3,78,5,3,637,277,398,2,0,0,4343,3107,0.582953020134228
"https://github.com/google/flax.git",1,92.519717357593,1685,14,11,10,1,89,22,0,0,9,254,115,124,2,1080,13,162,4,6.8,0,63,523,94,59,27714,6550,157,5140,3243,73,45910,544,5,0.2,28.9,11,4604,218,31,182,1,270,450,11,0,24.3,36,90,0,93,141,216,0,0,49,1763,1832,0.490403337969402
"https://github.com/google/qkeras.git",1,90.7890606436047,904,2,7,3,0,37,29,5,2,67,11,95,6,0,924,8,79,0,7.7,0,29,495,166,27,13794,3204,50,2651,4513,32,22019,197,3,0.7,23.5,1,4494,102,0,252,1,116,463,1,0,27.6,4,71,3,166,222,75,0,0,41,1190,989,0.54612207434603
"https://github.com/google/TensorNetwork.git",1,93.3612408441383,2155,72,55,7,3,104,22,0,0,1,57,706,12,15,463,33,145,0,5.2,0,41,1907,87,19,21560,4593,735,2366,6971,225,29574,2142,5,0.8,25,1,2927,160,2,1064,1,149,1682,1,0,30.8,7,870,2,87,843,752,0,0,651,1432,2418,0.371948051948052
"https://github.com/google/tf-quant-finance.git",1,68.0592719750133,2717,11,17,0,0,18,68,1,0,2,77,228,6,0,464,0,34,3,5,0,79,395,30,79,24728,4657,14,4557,2487,13,50683,75,5,0.2,38.6,6,2991,331,1,271,1,358,382,6,0,13,2,76,9,30,268,84,0,0,73,814,2832,0.223258365331871
"https://github.com/GoogleCloudPlatform/ml-on-gcp.git",1,61.3468291089873,366,0,0,0,0,22,1,1,0,4,33,103,6,0,409,1,33,0,43.1,0,76,139,28,16,8391,1800,23,10701,665,2,12750,10,2,0.2,37.5,67,1392,118,0,72,1,205,137,67,0,8.8,33,23,2,30,74,33,0,0,21,589,390,0.601634320735444
"https://github.com/google-research/meta-dataset.git",1,72.9516695915271,572,8,18,5,2,17,11,1,0,6,37,183,28,2,483,2,151,1,10.1,0,12,248,54,101,9090,2245,9,2690,1314,12,15340,92,5,0.3,33.7,11,2404,46,1,83,1,73,236,11,0,30.8,18,50,3,59,70,107,0,0,42,893,634,0.584806810740013
"https://github.com/google-research/tensor2robot.git",1,100,583,15,8,6,0,7,6,1,0,0,22,69,9,0,438,1,129,2,1.6,0,14,193,49,23,10236,2497,3,457,1684,1,16145,5,2,0.3,36,3,2150,24,0,118,1,140,192,3,0,17.8,0,36,1,49,118,25,0,0,36,670,626,0.516975308641975
"https://github.com/google-research/text-to-text-transfer-transformer.git",1,88.9682321547234,280,0,2,2,0,10,5,1,0,0,3,87,14,3,171,0,33,0,0.8,0,1,94,56,14,3889,992,1,102,887,3,8502,20,3,0.3,27.8,5,899,7,0,23,1,43,91,5,0,23.1,0,3,0,56,20,15,0,0,0,311,300,0.509001636661211
"https://github.com/GRAAL-Research/poutyne.git",1,94.5615160529195,691,3,9,2,0,24,6,0,0,0,36,61,31,0,247,3,95,0,4.6,0,24,200,26,0,9554,2237,42,995,1047,8,12827,40,3,0.3,29.9,1,1316,55,10,122,1,123,192,1,0,18.2,0,84,0,37,113,42,0,0,75,473,735,0.391556291390728
"https://github.com/graknlabs/kglib.git",1,79.8603331483672,80,0,4,1,0,3,0,0,0,6,0,10,1,2,13,0,16,0,0.8,0,1,25,6,1,1162,236,0,22,115,1,1497,15,3,0.3,30.8,1,160,2,0,18,1,27,24,1,0,8.7,0,3,0,6,17,1,0,0,2,48,88,0.352941176470588
"https://github.com/graphbrain/graphbrain.git",1,70.4133596709419,302,22,5,4,2,10,7,4,0,0,5,101,3,0,229,1,34,0,0.4,0,2,199,70,1,6132,1806,113,36,1221,0,7464,0,1,0.5,6.1,15,1516,2,0,15,1,82,199,15,0,22,0,0,0,70,15,114,0,0,0,373,356,0.511659807956104
"https://github.com/greentfrapp/lucent.git",1,100,121,0,0,0,0,3,2,0,0,0,6,11,0,0,45,0,4,0,0.8,0,1,44,4,1,1629,340,17,30,290,1,2146,15,3,0.5,26.9,0,247,2,0,22,1,40,43,0,0,8.5,0,10,0,4,21,18,0,0,9,66,126,0.34375
"https://github.com/guildai/guildai.git",1,95.4575318720644,1019,19,13,16,2,66,32,1,0,22,117,484,121,16,3047,9,277,5,3.5,0,30,713,145,12,39689,13022,280,2891,4818,50,52723,503,5,0.3,20.4,40,11160,66,6,270,1,580,663,40,0,22.5,25,71,1,144,228,291,0,0,29,4098,1168,0.778199772123054
"https://github.com/Ha0Tang/AttentionGAN.git",1,98.8865776662521,158,0,1,0,0,16,0,0,0,2,18,12,0,0,102,0,26,0,35.4,0,6,110,13,0,2973,597,78,2058,429,0,3360,0,1,0.4,35.1,10,667,29,0,19,1,36,110,10,0,16.6,0,0,0,13,27,70,0,0,0,160,175,0.477611940298507
"https://github.com/Ha0Tang/GestureGAN.git",0,82.2522131654497,65,0,1,0,0,15,1,0,0,0,5,6,0,0,68,0,17,0,7.3,0,2,75,6,0,1456,344,60,158,242,1,1621,5,5,0.5,10.8,8,366,6,1,8,1,23,74,8,0,15,1,0,0,6,13,55,0,0,0,96,82,0.539325842696629
"https://github.com/Ha0Tang/SelectionGAN.git",0,66.243829899972,438,9,5,0,0,54,3,2,0,6,31,32,0,0,437,0,107,0,71.4,0,105,459,56,0,8980,2108,230,10188,1972,44,10368,505,5,0.6,11.3,24,2300,157,43,130,1,158,415,24,0,13.3,45,3,0,58,145,212,0,0,0,613,511,0.545373665480427
"https://github.com/hanxiao/bert-as-service.git",1,94.2533794974884,73,0,0,0,0,4,0,0,0,0,1,35,4,0,111,2,11,0,9.3,0,11,56,13,0,2128,570,12,568,290,2,4894,25,5,0.2,8.4,5,580,33,1,30,1,45,54,5,0,12.7,1,5,1,13,30,11,0,0,5,164,77,0.680497925311203
"https://github.com/hastagAB/Awesome-Python-Scripts.git",0,82.8948442127596,185,3,10,0,2,35,36,1,0,0,3,36,1,2,216,3,19,1,1.9,90,5,374,70,0,6519,1367,171,201,2053,13,7447,145,5,0.9,12.8,59,1922,9,4,129,5,170,359,59,2,8.1,2,12,2,70,121,168,2,0,2,281,272,0.508137432188065
"https://github.com/HazyResearch/fonduer.git",1,73.9101241177356,343,0,2,5,14,98,13,2,0,1,15,198,5,1,324,2,77,0,2.1,0,7,228,50,21,7458,1908,82,406,1854,1,12104,5,3,0.5,26,7,2224,26,0,75,1,134,227,7,0,14.2,8,2,0,58,66,103,0,0,1,623,477,0.566363636363636
"https://github.com/henrysky/astroNN.git",1,99.9772728668743,524,0,5,0,0,51,3,2,0,4,56,38,0,0,321,5,20,0,12.7,15,12,378,58,12,7618,1453,163,2284,2567,16,11689,110,5,0.7,25,0,1983,104,6,139,4,65,359,0,3,22.4,40,47,0,59,124,175,3,0,39,444,585,0.431486880466472
"https://github.com/heronsystems/adeptRL.git",1,97.4630717548607,289,0,10,5,0,17,2,0,0,10,25,87,43,0,199,0,62,1,5.8,0,17,107,42,16,5572,1349,20,715,683,8,7747,60,5,0.3,23,8,1119,32,8,21,1,136,99,8,0,9.9,10,2,0,44,21,34,0,0,2,427,323,0.569333333333333
"https://github.com/hrpan/tetris_mcts.git",0,82.7822548928472,290,3,2,0,0,41,1,1,1,6,20,59,1,0,225,8,20,0,4.5,0,9,191,39,0,4682,963,56,333,1104,4,5312,40,5,0.7,4.3,5,1230,19,4,92,1,55,187,5,0,17.5,6,24,0,41,91,55,0,0,24,339,339,0.5
"https://github.com/huggingface/transformers.git",1,99.2064092193316,34289,82,158,103,2,1485,1789,23,33,158,2706,4897,1178,158,29567,93,3393,12,31.5,50,1519,12021,4576,679,524327,135411,2561,431562,102265,361,928746,2192,5,0.4,20.7,256,138616,35010,38,4167,4,2971,11655,256,5,45.6,202,626,67,4623,3864,3165,5,0,355,42162,37964,0.52619624092055
"https://github.com/HumanCompatibleAI/adversarial-policies.git",1,94.5056194637897,406,0,3,6,0,13,9,0,0,3,20,88,23,0,137,2,85,0,0,0,0,140,35,19,5704,1269,37,0,853,3,8166,20,5,0.3,17.4,11,1066,0,2,47,1,78,137,11,0,16.3,2,20,0,35,46,56,0,0,19,358,437,0.450314465408805
"https://github.com/hunglc007/tensorflow-yolov4-tflite.git",1,55.382099258192,165,8,2,1,0,12,1,0,0,2,3,25,0,0,82,0,30,0,5.8,0,5,142,20,0,2349,398,70,211,713,0,2842,0,1,0.8,10.4,4,701,16,1,51,1,23,142,4,0,17.3,3,3,0,21,51,70,0,0,3,142,189,0.429003021148036
"https://github.com/hunkim/PyTorchZeroToAll.git",0,100,54,0,0,0,0,5,0,0,0,0,0,22,0,0,12,0,22,0,11,0,7,22,1,1,1173,182,7,236,85,3,1281,30,3,0.2,24.1,0,130,10,0,13,1,25,19,0,0,7.3,0,3,0,1,10,8,0,0,0,56,59,0.48695652173913
"https://github.com/hysts/pytorch_image_classification.git",0,72.027899553317,191,36,1,0,0,33,3,0,0,2,2,16,0,0,136,6,15,0,37.9,0,17,65,31,0,3072,578,11,2272,376,0,4633,0,1,0.3,8.7,0,588,88,0,23,1,64,65,0,0,9,0,17,0,31,23,11,0,0,17,177,264,0.401360544217687
"https://github.com/IBM/adversarial-robustness-toolbox.git",1,99.7647094451871,3795,65,27,7,0,249,101,1,1,2,72,352,33,1,2787,32,305,9,11.2,0,199,1440,317,32,56391,11938,267,16582,10467,162,84091,987,5,0.4,30.4,51,14001,806,6,818,1,630,1278,51,0,19,117,463,3,364,614,294,0,0,311,3593,4246,0.458349279244802
"https://github.com/IBM/AIF360.git",1,94.2475021477017,637,0,7,6,0,72,12,0,1,3,23,143,38,0,275,8,75,0,5.1,0,21,626,52,18,8817,2072,363,1281,2745,29,13619,145,5,0.7,38.4,3,1899,85,1,192,1,180,597,3,0,11.5,9,85,0,60,156,381,0,0,57,565,735,0.434615384615385
"https://github.com/IBM/AIX360.git",1,99.7419415656723,776,7,15,5,0,49,21,0,0,3,39,98,13,0,310,1,65,0,5.6,0,22,1004,53,7,10190,1996,688,1264,3837,7,14046,45,5,0.9,27,12,2203,68,7,249,1,243,997,12,0,8.2,46,30,0,78,231,688,0,0,25,529,873,0.377318116975749
"https://github.com/IBM/lale.git",1,99.9622930017893,1319,0,9,4,0,40,40,5,0,0,59,314,191,7,1514,19,297,1,13.5,0,127,2053,423,79,29964,7503,1303,13503,10498,16,81220,100,4,0.4,10,579,8337,502,3,245,1,333,2037,579,0,22.5,5,28,0,428,227,1382,0,0,10,2402,1417,0.628960460853627
"https://github.com/idealo/image-super-resolution.git",1,99.9077827190758,126,0,6,3,0,8,0,0,0,0,2,21,0,0,99,0,12,0,0,0,0,209,49,0,2001,477,97,0,846,4,2793,20,3,1,14,0,483,0,4,59,1,29,205,0,0,16.4,0,27,1,53,56,96,0,0,24,134,143,0.483754512635379
"https://github.com/inferno-pytorch/inferno.git",1,99.4675650705784,302,0,2,2,0,15,11,0,0,1,64,103,6,0,388,2,40,0,1,0,4,195,25,22,7114,1914,25,146,813,6,9335,47,5,0.3,25.1,4,1704,6,3,120,1,126,189,4,0,15.2,4,65,0,38,104,47,0,0,63,604,332,0.645299145299145
"https://github.com/interpretml/DiCE.git",1,100,259,2,13,11,0,46,14,3,2,0,0,84,4,0,204,16,25,0,11.4,0,13,272,46,14,5148,1527,136,1204,1744,7,7481,50,3,0.8,17,7,2034,69,0,76,1,58,265,7,0,26.3,6,24,1,46,70,149,0,0,18,333,350,0.487554904831625
"https://github.com/interpretml/interpret-community.git",1,88.6783615771098,523,0,12,2,0,7,10,0,1,0,10,45,2,0,438,0,39,0,1.3,0,6,252,49,11,8305,1971,110,225,1746,6,11114,31,3,0.5,28.2,0,1676,12,0,82,1,99,246,0,0,19.9,0,18,1,49,77,120,0,0,13,534,555,0.490358126721763
"https://github.com/interpretml/interpret-text.git",1,71.0818603761649,280,4,2,0,0,4,2,0,0,0,7,138,7,0,140,4,44,1,10.6,0,11,218,27,11,4369,936,107,1110,1091,9,7037,52,3,0.5,22.4,6,981,35,0,73,1,75,209,6,0,12.5,0,15,1,27,65,117,0,0,7,341,292,0.53870458135861
"https://github.com/ironmussa/Optimus.git",1,75.3587171418633,1234,0,10,6,0,11,33,5,0,2,224,178,58,1,828,0,113,0,6.8,0,47,967,539,46,19974,5413,101,2724,7597,40,24345,342,5,1,24.1,48,4102,72,15,266,1,280,927,48,0,19.4,15,22,4,541,244,142,0,0,0,1404,1299,0.519422863485017
"https://github.com/iskandr/fancyimpute.git",1,100,74,0,0,1,0,7,4,0,0,3,2,7,8,0,62,0,30,0,0.8,0,1,114,3,0,1239,282,93,22,305,1,1766,10,3,0.6,25.2,1,245,2,0,18,1,25,113,1,0,11.3,1,13,0,4,16,93,0,0,12,112,86,0.565656565656566
"https://github.com/jakeret/tf_unet.git",0,97.8568740806623,64,1,0,0,0,9,0,0,0,0,1,5,0,0,17,0,3,0,0,0,0,44,5,0,763,141,4,0,219,0,938,0,1,0.8,34.7,0,99,0,0,35,1,14,44,0,0,10.1,9,19,0,5,35,4,0,0,19,26,74,0.26
"https://github.com/jantic/DeOldify.git",0,70.1493033715779,399,7,6,2,0,85,10,2,0,6,136,285,39,0,697,3,110,0,2.2,0,7,587,272,15,10279,3853,102,349,3455,20,11818,99,5,1,13.1,8,2984,14,4,194,1,105,567,8,0,36.7,4,15,1,272,182,113,0,0,0,1276,511,0.714045886961388
"https://github.com/jeongyoonlee/Kaggler.git",1,69.447767807688,118,0,1,0,0,2,4,0,0,0,1,42,1,0,56,3,27,0,0,0,0,147,19,0,1712,380,80,0,626,4,2664,21,5,0.8,25.8,2,349,0,2,46,1,37,143,2,0,10.3,2,35,0,19,44,80,0,0,33,130,125,0.509803921568627
"https://github.com/jessevig/bertviz.git",0,86.1901976479281,320,2,2,2,0,31,32,0,1,1,34,30,8,0,334,1,61,0,11.2,0,13,111,52,1,5653,1503,12,1342,1165,5,7467,30,3,0.5,29,2,1814,53,1,45,1,26,106,2,0,57.8,0,10,0,53,40,13,0,0,5,469,390,0.545983701979045
"https://github.com/jettify/pytorch-optimizer.git",1,99.2303050314824,124,0,1,1,0,61,2,0,0,6,7,6,1,0,99,32,10,0,6.1,0,8,43,23,0,2222,586,8,347,424,5,3708,23,3,0.4,24.5,1,872,20,0,12,1,37,38,1,0,15.8,0,7,0,23,7,8,0,0,2,161,189,0.46
"https://github.com/jim-schwoebel/voicebook.git",0,83.3404558514048,500,11,12,0,0,44,7,4,0,1,6,32,0,0,156,23,47,0,17.3,40,30,1771,289,8,11415,1520,1197,4872,7322,24,13211,134,5,1.8,46.9,22,2823,162,2,275,4,160,1745,22,2,9.6,7,26,0,291,249,1205,2,0,4,265,578,0.31435349940688
"https://github.com/joeynmt/joeynmt.git",1,100,314,1,2,2,0,40,19,0,0,8,10,61,1,0,256,17,46,1,1.9,0,8,111,35,17,5324,1305,25,274,964,1,9750,5,4,0.3,24,2,1563,14,0,34,1,53,110,2,0,24.6,1,2,0,34,34,42,0,0,2,400,378,0.51413881748072
"https://github.com/jrzaurin/pytorch-widedeep.git",1,97.4699434802006,652,6,14,6,0,54,45,0,0,1,8,232,112,0,560,2,113,0,7.8,0,55,702,68,0,11436,2956,365,2858,3040,56,23429,265,3,0.4,26.5,5,3265,136,0,269,1,191,646,5,0,15.5,3,208,0,72,211,363,0,0,149,1028,777,0.569529085872576
"https://github.com/junyanz/pytorch-CycleGAN-and-pix2pix.git",1,87.6349061115848,88,0,0,0,0,12,0,0,0,2,9,8,2,0,95,0,24,0,0,0,0,57,4,0,1716,427,44,0,197,0,1875,0,1,0.4,42,7,458,0,0,9,1,33,57,7,0,12.9,1,0,0,5,12,40,0,0,0,140,100,0.583333333333333
"https://github.com/Kaixhin/Rainbow.git",0,100,24,0,0,0,0,3,1,0,0,0,0,1,0,0,25,0,3,0,0,0,0,17,1,1,535,118,8,0,60,0,557,0,1,0.4,22.9,1,127,0,0,7,1,6,17,1,0,19.7,0,6,0,1,7,9,0,0,6,29,28,0.508771929824561
"https://github.com/KaiyangZhou/deep-person-reid.git",1,97.7578912420387,617,27,3,0,1,43,4,2,0,0,32,42,38,0,410,11,43,0,22,0,33,200,28,1,9074,1812,100,4489,1143,1,14792,5,3,0.3,16.4,42,1713,371,1,70,1,106,199,42,0,17.1,4,6,0,33,65,101,0,0,5,576,697,0.452474469756481
"https://github.com/kakao/buffalo.git",1,63.1759653172864,383,3,0,1,0,21,2,0,0,0,44,143,30,0,261,6,43,1,14,0,16,210,53,7,5799,1327,61,1154,1264,8,6716,51,5,0.6,5.9,8,1247,59,3,86,1,58,202,8,0,22.9,4,27,0,54,80,68,0,0,22,528,410,0.562899786780384
