GitHub Repo,Engineered ML Project,Stars,Commits,Lines of Code,Architecture,Community,Continuous Integration,Documentation,History,Issues,License,Unit Testing,Pyhton_Percentage,A1_Elements,A2_Elements,B1_Elements,B2_Elements,C1_Elements,C2_Elements,Assign Multi Targets,Call Star,List Comprehension,Dict Comprehension,Set Comprehension,Truth Value Test,Chain Compare,For Multi Targets,For Else,PY_Assign Multi Targets,PY_Call Star,PY_List Comprehension,PY_Dict Comprehension,PY_Set Comprehension,PY_Truth Value Test,PY_Chain Compare,PY_For Multi Targets,PY_For Else,duplicated_lines_density,functions,security_remediation_effort,sqale_rating,duplicated_files,line_coverage,violations,critical_violations,info_violations,uncovered_lines,complexity,minor_violations,duplicated_lines,security_hotspots_reviewed,sqale_index,bugs,ncloc,reliability_remediation_effort,false_positive_issues,reopened_issues,reliability_rating,sqale_debt_ratio,comment_lines_density,security_hotspots,security_review_rating,cognitive_complexity,duplicated_blocks,open_issues,blocker_violations,major_violations,development_cost,security_rating,effort_to_reach_maintainability_rating_a,comment_lines,confirmed_issues,files,wont_fix_issues,classes,statements,lines_to_cover,security_hotspots_reviewed_status,lines,coverage,code_smells,security_hotspots_to_review_status,vulnerabilities,file_complexity,HIGH_reliability_issues,MEDIUM_reliability_issues,LOW_reliability_issues,HIGH_maintainability_issues,MEDIUM_maintainability_issues,LOW_maintainability_issues,HIGH_security_issues,MEDIUM_security_issues,LOW_security_issues
https://github.com/facebookresearch/mmf.git,Y,3606,577,23492,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/facebookresearch/habitat-api/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/facebookresearch/mmf/tree/master/docs,Checking https://github.com/facebookresearch/mmf/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/facebookresearch/mmf/issues/364",https://github.com/facebookresearch/mmf/blob/master/LICENSE is provided,There are many files related to testing.,98.88821875404491,0,0,0,0,0,0,1985,7,28,8,1,128,46,5,0,12,213,232,34,5,1299,7,202,0,4.5,3055,0,1.0,45,0.0,529,110,55,29395,6805,203,2742,0.0,3033,17,43285,117,0,0,5.0,0.2,15.3,38,5.0,6047,120,529,11,150,1298550,1.0,0,7830,0,388,0,770,29966,29395,0,61067,0.0,512,38,0,17.5,2,24,2,119,140,253,0,0,11
https://github.com/facebookresearch/nevergrad.git,Y,2577,593,17760,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/facebookresearch/nevergrad/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/facebookresearch/nevergrad/tree/master/docs,Checking https://github.com/facebookresearch/nevergrad/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/facebookresearch/nevergrad/issues/746",https://github.com/facebookresearch/nevergrad/blob/master/LICENSE is provided,There are many files related to testing.,96.95595731328652,0,0,0,0,0,0,929,4,7,1,0,90,200,2,2,0,133,467,63,8,1093,83,104,0,8.0,2227,5,1.0,9,0.0,1165,150,57,20917,7112,194,3573,0.0,7455,49,31186,279,0,0,3.0,0.8,22.7,11,5.0,7440,250,1165,1,763,935580,4.0,0,9171,0,203,0,425,21697,20917,0,44734,0.0,1115,11,1,35.0,4,247,1,158,708,249,1,0,199
https://github.com/facebookresearch/ParlAI.git,Y,6296,3265,77405,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/facebookresearch/ParlAI/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/facebookresearch/ParlAI/tree/master/docs,Checking https://github.com/facebookresearch/ParlAI/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/facebookresearch/ParlAI/issues/2814",https://github.com/facebookresearch/ParlAI/blob/master/LICENSE is provided,There are many files related to testing.,85.43471224273335,0,0,0,0,0,0,3843,16,95,28,7,328,112,27,4,28,162,1298,186,5,4028,10,703,2,2.3,7956,0,1.0,88,0.0,1517,641,121,78789,20667,262,4561,0.0,13573,99,132719,593,0,0,5.0,0.3,21.8,374,5.0,21783,198,1517,29,464,3981570,1.0,0,37069,0,1373,0,2316,83134,78789,0,196920,0.0,1418,374,0,15.1,30,78,7,648,417,353,0,0,10
https://github.com/facebookresearch/pyrobot.git,Y,1674,405,12870,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/facebookresearch/pyrobot/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/facebookresearch/pyrobot/tree/master/docs,Checking https://github.com/facebookresearch/pyrobot/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/facebookresearch/pyrobot/issues/56",https://github.com/facebookresearch/pyrobot/blob/master/LICENSE is provided,There are many files related to testing.,78.16684209433483,0,0,0,0,0,0,634,23,8,4,0,38,13,3,0,2,5,41,0,0,284,14,18,0,2.7,778,0,1.0,15,0.0,488,55,24,9571,1744,251,572,100.0,1922,25,12880,166,0,0,5.0,0.5,28.0,0,1.0,1664,26,488,6,152,386400,1.0,0,5020,0,162,0,82,10021,9571,0,21113,0.0,463,0,0,10.8,7,40,0,55,135,273,0,0,21
https://github.com/facebookresearch/pytext.git,Y,5895,1088,45722,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/facebookresearch/pytext/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/facebookresearch/pytext/tree/master/pytext/docs,Checking https://github.com/facebookresearch/pytext/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/facebookresearch/pytext/issues/1232",https://github.com/facebookresearch/pytext/blob/master/LICENSE is provided,There are many files related to testing.,99.93578951217091,0,0,0,0,0,0,1703,19,18,9,1,142,38,9,0,13,228,507,97,11,1487,25,381,3,3.9,3838,0,1.0,51,0.0,755,188,42,31719,8566,232,3156,0.0,4909,42,57217,272,0,0,5.0,0.3,17.9,40,5.0,7533,154,755,11,282,1716510,1.0,0,12493,0,414,0,1243,32793,31719,0,80563,0.0,713,40,0,20.7,12,57,5,187,289,237,0,0,32
https://github.com/facebookresearch/ReAgent.git,Y,2542,855,35109,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/facebookresearch/ReAgent/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/facebookresearch/ReAgent/tree/master/docs,Checking https://github.com/facebookresearch/ReAgent/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/facebookresearch/ReAgent/issues/265",https://github.com/facebookresearch/ReAgent/blob/master/LICENSE is provided,There are many files related to testing.,80.9064815592415,0,0,0,0,0,0,1777,15,17,29,1,104,49,2,1,5,104,294,141,3,721,32,211,0,3.3,2992,0,1.0,41,0.0,540,75,80,27480,5772,143,2222,0.0,3061,20,49494,101,0,0,5.0,0.2,15.5,24,5.0,4538,118,540,3,239,1484820,1.0,0,9086,0,479,0,819,28233,27480,0,67974,0.0,520,24,0,12.1,9,44,2,81,219,220,0,0,29
https://github.com/fastnlp/fastNLP.git,Y,1539,1656,37394,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/fastnlp/fastNLP/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/fastnlp/fastNLP/tree/master/docs,Checking https://github.com/fastnlp/fastNLP/pulse/monthly there has been 3 commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/fastnlp/fastNLP/issues/308",https://github.com/fastnlp/fastNLP/blob/master/LICENSE is provided,There are many files related to testing.,85.73134558917346,0,0,0,0,0,0,1861,4,36,18,0,355,132,12,3,11,153,381,75,6,2664,34,500,0,12.6,3910,0,1.0,93,0.0,1355,380,74,38743,11116,426,11501,0.0,9701,67,55773,511,0,0,5.0,0.6,30.2,26,5.0,12535,533,1355,11,464,1673190,1.0,0,24075,0,425,0,782,40819,38743,0,91281,0.0,1288,26,0,26.2,12,87,3,381,412,495,0,0,34
https://github.com/faustomorales/keras-ocr.git,Y,604,149,3377,The source code of the project exists as ad-hoc scripts.,https://github.com/faustomorales/keras-ocr/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/faustomorales/keras-ocr/tree/master/docs,Checking https://github.com/faustomorales/keras-ocr/pulse/monthly there has been 1 commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/faustomorales/keras-ocr/issues/93",https://github.com/faustomorales/keras-ocr/blob/master/LICENSE is provided,There are many files related to testing.,98.53969559851912,0,0,0,0,0,0,112,0,2,0,0,12,5,0,0,0,5,100,5,0,69,0,15,0,0.0,99,0,1.0,0,0.0,68,13,0,1576,415,35,0,0.0,397,2,3078,10,0,0,3.0,0.4,20.0,7,5.0,515,0,68,0,20,92340,1.0,0,770,0,19,0,8,1632,1576,0,4194,0.0,66,7,0,21.8,0,10,0,13,18,35,0,0,8
https://github.com/fbcotter/pytorch_wavelets.git,Y,146,107,4689,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/fbcotter/pytorch_wavelets/graphs/contributors shows that there are 2 contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/fbcotter/pytorch_wavelets/tree/master/docs,There is no commit in the past month,"The project maintainers respond to issues, as evidenced by https://github.com/fbcotter/pytorch_wavelets/issues/11",https://github.com/fbcotter/pytorch_wavelets/blob/master/LICENSE is provided,There are many files related to testing.,60.17393893830367,0,0,0,0,0,0,386,29,0,0,0,26,8,0,0,1,46,63,1,0,208,4,6,0,10.0,262,0,1.0,8,0.0,309,17,0,3754,717,223,708,100.0,1145,13,4618,95,0,0,5.0,0.8,24.2,0,1.0,847,37,309,2,67,138540,1.0,0,1471,0,37,0,26,3858,3754,0,7048,0.0,296,0,0,19.4,2,34,3,17,59,220,0,0,26
https://github.com/f-dangel/backpack.git,Y,202,1461,8893,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/f-dangel/backpack/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/f-dangel/backpack/tree/master/docs,Checking https://github.com/f-dangel/backpack/pulse/monthly there has been minor commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/f-dangel/backpack/issues/68",https://github.com/f-dangel/backpack/blob/master/LICENSE.txt is provided,There are many files related to testing.,96.17362768375033,0,0,0,0,0,0,325,8,8,0,0,13,2,0,0,0,97,176,3,1,231,1,102,0,3.5,1443,0,1.0,26,0.0,496,12,18,9241,2245,228,1004,0.0,1826,2,16353,10,0,0,3.0,0.4,31.0,17,5.0,1118,41,496,1,237,490590,1.0,0,7332,0,394,0,403,10343,9241,0,29063,0.0,494,17,0,5.7,1,1,0,13,235,247,0,0,1
https://github.com/feast-dev/feast.git,Y,889,980,11685,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/feast-dev/feast/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/feast-dev/feast/tree/master/docs,Checking https://github.com/feast-dev/feast/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/feast-dev/feast/issues/835",https://github.com/feast-dev/feast/blob/master/LICENSE is provided,There are many files related to testing.,74.04220594225926,0,0,0,0,0,0,839,0,15,3,0,85,20,1,0,0,22,311,54,20,1047,6,135,1,7.1,2581,0,1.0,66,0.0,471,93,82,21681,5558,71,4763,0.0,2711,9,50209,56,0,0,5.0,0.2,13.1,72,5.0,4563,205,471,3,222,1506270,1.0,0,7561,0,416,0,374,22442,21681,0,67443,0.0,462,72,0,13.4,121,32,0,98,216,148,0,0,25
https://github.com/FederatedAI/FATE.git,Y,1932,3106,84376,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/FederatedAI/FATE/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/FederatedAI/FATE/issues/1236 and https://github.com/FederatedAI/FATE/issues/1198",https://github.com/FederatedAI/FATE/blob/master/LICENSE is provided.,There are many files related to testing.,52.09235844578704,0,0,0,0,0,0,1924,17,55,7,0,143,66,1,2,1,160,438,61,8,1785,14,380,2,11.4,4401,0,1.0,139,0.0,1163,222,62,36129,9226,183,8688,0.0,6502,33,51998,248,0,0,5.0,0.4,15.0,26,5.0,8273,884,1163,9,687,1559940,1.0,0,9156,0,586,0,811,36687,36129,0,76307,0.0,1130,26,0,15.7,9,96,2,230,664,236,0,0,56
https://github.com/feedly/transfer-nlp.git,Y,281,465,3827,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/feedly/transfer-nlp/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/feedly/transfer-nlp/tree/master/docs,There is no commit in the past month,The author of the project does not reply to issues or close them.,https://github.com/feedly/transfer-nlp/blob/master/LICENSE is provided,There are many files related to testing.,98.9336804774508,0,0,0,0,0,0,144,0,1,1,0,4,0,1,0,0,5,36,8,0,86,0,38,0,18.2,339,0,1.0,9,0.0,69,20,3,2643,592,26,1044,0.0,262,2,3899,20,0,0,5.0,0.2,12.1,11,5.0,360,31,69,1,19,116970,1.0,0,537,0,48,0,122,2729,2643,0,5741,0.0,67,11,0,12.3,1,2,0,20,18,29,0,0,1
https://github.com/fepegar/torchio.git,Y,357,696,9502,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/fepegar/torchio/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/fepegar/torchio/tree/master/docs,Checking https://github.com/fepegar/torchio/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/fepegar/torchio/issues/215",https://github.com/fepegar/torchio/blob/master/LICENSE is provided,There are many files related to testing.,100.0,0,0,0,0,0,0,426,0,1,3,0,21,9,0,0,11,45,36,15,0,331,6,63,5,0.0,1027,0,1.0,0,0.0,89,20,0,8377,1892,15,0,0.0,506,9,12288,60,0,0,5.0,0.1,23.5,11,5.0,1342,0,89,3,51,368640,1.0,0,3777,0,169,0,158,8641,8377,0,18102,0.0,80,11,0,11.2,8,26,1,27,39,14,0,0,20
https://github.com/fizyr/keras-retinanet.git,Y,3815,1069,4646,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/fizyr/keras-retinanet/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and in functions at https://github.com/fizyr/keras-retinanet/blob/master/keras_retinanet/initializers.py and https://github.com/fizyr/keras-retinanet/blob/master/keras_retinanet/losses.py,Checking https://github.com/fizyr/keras-retinanet/pulse/monthly there has been 6 commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/fizyr/keras-retinanet/issues/1402",https://github.com/fizyr/keras-retinanet/blob/master/LICENSE is provided,There are many files related to testing.,99.47448806246447,0,0,0,0,0,0,195,2,0,0,0,11,4,0,0,0,14,41,0,0,106,0,32,0,1.6,378,0,1.0,7,0.0,80,6,0,3232,770,17,133,0.0,471,13,4636,35,0,0,3.0,0.3,33.8,2,5.0,693,8,80,0,57,139080,1.0,0,2364,0,64,0,33,3516,3232,0,8449,0.0,67,2,0,12.0,4,23,0,10,40,17,0,0,10
https://github.com/flairNLP/flair.git,Y,8905,2371,22062,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/flairNLP/flair/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentations at https://github.com/flairNLP/flair/tree/master/resources/docs,Checking https://github.com/flairNLP/flair/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/flairNLP/flair/issues/1744",https://github.com/flairNLP/flair/blob/master/LICENSE is provided,There are many files related to testing.,99.98256364402828,0,0,0,0,0,0,1190,6,13,5,2,117,26,8,2,2,92,365,32,8,1088,20,215,0,3.2,2177,0,1.0,16,0.0,615,185,18,19873,5820,342,1557,0.0,5109,18,32676,108,0,0,3.0,0.5,17.6,56,5.0,6436,82,615,2,68,980280,1.0,0,6973,0,128,0,564,20552,19873,0,48091,0.0,597,56,0,45.5,4,19,3,195,45,357,0,0,4
https://github.com/flatironinstitute/CaImAn.git,Y,336,3619,52235,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/flatironinstitute/CaImAn/graphs/contributorsshows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentations at https://github.com/flatironinstitute/CaImAn/tree/master/docs,Checking https://github.com/flatironinstitute/CaImAn/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/flatironinstitute/CaImAn/issues/780",https://github.com/flatironinstitute/CaImAn/blob/master/LICENSE.txt is provided,There are many files related to testing.,97.2047449313178,0,0,0,0,0,0,1303,37,21,1,0,151,26,1,1,7,87,402,9,0,1025,7,134,0,2.5,879,0,1.0,20,0.0,2344,245,110,19157,4252,1300,1104,0.0,14517,21,25191,118,0,0,5.0,1.9,35.8,8,5.0,7567,53,2344,1,688,755730,1.0,0,14022,0,97,0,41,19759,19157,0,43428,0.0,2323,8,0,43.8,123,87,4,360,557,1406,0,0,72
https://github.com/flow-project/flow.git,Y,505,3709,24342,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/flow-project/flow/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentations at https://github.com/flow-project/flow/tree/master/docs,Checking https://github.com/flow-project/flow/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/flow-project/flow/issues/946",https://github.com/flow-project/flow/blob/master/LICENSE.md is provided,There are many files related to testing.,80.33330563160246,0,0,0,0,0,0,784,5,6,10,0,39,3,5,0,3,12,295,17,0,333,2,69,0,7.2,1289,0,1.0,42,0.0,492,125,80,13326,2866,161,3020,0.0,2755,8,22982,75,0,0,5.0,0.4,36.3,22,5.0,2926,94,492,3,123,689460,1.0,0,13110,0,205,0,259,14733,13326,0,41815,0.0,484,22,0,14.0,6,15,2,123,128,233,0,0,14
https://github.com/frankkramer-lab/MIScnn.git,Y,120,317,4637,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,There are no contributors to the project other than the author.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentations at https://github.com/frankkramer-lab/MIScnn/tree/master/docs,Checking https://github.com/frankkramer-lab/MIScnn/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/frankkramer-lab/MIScnn/issues/29",https://github.com/frankkramer-lab/MIScnn/blob/master/LICENSE.md is provided,There are many files related to testing.,95.50005315088086,0,0,0,0,0,0,361,1,7,1,0,18,4,2,0,0,1,18,1,0,315,0,8,0,12.3,495,0,1.0,17,0.0,355,65,4,5095,1207,132,1434,0.0,2245,7,6440,65,0,0,5.0,1.2,32.7,4,5.0,1142,69,355,1,153,193200,1.0,0,3130,0,70,0,48,5322,5095,0,11692,0.0,348,4,0,17.2,1,69,0,65,147,136,0,0,63
https://github.com/freewym/espresso.git,Y,692,1439,74868,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/freewym/espresso/graphs/contributors that there are multiple contributors.,CI is not used on the project.,There is a well maintained README and documentations at https://github.com/freewym/espresso/tree/master/docs,Checking https://github.com/freewym/espresso/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/freewym/espresso/issues/28",https://github.com/freewym/espresso/blob/master/LICENSE is provided,There are many files related to testing.,98.2047260801974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,188,1179,131,26,4042,29,675,1,7.3,7966,0,1.0,194,0.0,1793,456,127,81343,21785,454,13712,0.0,14176,93,141322,589,0,0,5.0,0.3,13.3,154,5.0,22621,618,1793,12,744,4239660,1.0,0,21657,0,996,0,1428,83529,81343,0,189113,0.0,1700,154,0,22.0,15,233,13,464,673,563,0,0,163
https://github.com/funcwj/setk.git,N,154,235,6824,The source code of the project exists as ad-hoc scripts.,There are no contributors to the project other than the author.,CI is not used on the project.,There is a well maintained README and documentations at https://github.com/funcwj/setk/tree/master/doc,Checking https://github.com/funcwj/setk/pulse/monthly there has been significant commit activity in the past month.,There aren't any open issues,https://github.com/funcwj/setk/blob/master/LICENSE is provided,There are many files related to testing.,50.51436523052423,0,0,0,0,0,0,224,1,4,0,0,18,5,0,0,0,9,108,1,0,229,1,58,0,0.9,224,0,1.0,1,0.0,79,8,1,1714,501,50,34,0.0,303,1,2123,10,0,0,3.0,0.5,36.1,2,5.0,415,2,79,0,20,63690,1.0,0,1197,0,14,0,48,1884,1714,0,3830,0.0,78,2,0,35.8,0,5,0,8,20,50,0,0,4
https://github.com/galaxyproject/galaxy.git,Y,738,47094,232930,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/galaxyproject/galaxy/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentations at https://github.com/galaxyproject/galaxy/tree/dev/doc,Checking https://github.com/galaxyproject/galaxy/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/galaxyproject/galaxy/issues/9968",https://github.com/galaxyproject/galaxy/blob/dev/LICENSE.txt is provided,There are many files related to testing.,59.88247694553384,0,0,0,0,0,0,8928,10,244,124,16,796,251,70,19,80,341,1195,129,56,12834,29,1279,35,1.8,22569,590,1.0,125,0.0,5129,1419,883,208388,54927,762,7504,0.0,50515,89,317882,611,0,0,5.0,0.5,13.6,358,5.0,64007,352,5129,37,2028,9536460,5.0,0,49987,0,1982,0,4447,215506,208388,0,425951,0.0,5015,358,25,28.2,69,50,16,1409,1978,1628,24,1,0
https://github.com/geoopt/geoopt.git,Y,294,126,7209,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/geoopt/geoopt/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentations at https://github.com/geoopt/geoopt/tree/master/docs,Checking https://github.com/geoopt/geoopt/pulse/monthly there has been 6 commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/geoopt/geoopt/issues/136",https://github.com/geoopt/geoopt/blob/master/LICENSE is provided,There are many files related to testing.,99.67173203988747,0,0,0,0,0,0,366,3,4,0,0,21,14,2,0,0,176,10,0,0,234,2,62,0,4.5,811,0,1.0,16,0.0,118,15,12,6180,1421,46,673,0.0,723,3,8539,15,0,0,3.0,0.3,34.0,2,5.0,1040,24,118,0,45,256170,1.0,0,4406,0,74,0,54,6365,6180,0,15025,0.0,115,2,0,19.2,0,4,0,15,44,56,0,0,1
https://github.com/geyang/ml_logger.git,Y,113,531,4072,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/geyang/ml_logger/graphs/contributors that there are multiple contributors.,CI is not used on the project.,There is a well maintained README and documentations at https://github.com/geyang/ml_logger/tree/master/ml_logger/docs,There is no commit in the past month,"The project maintainers respond to issues, as evidenced by https://github.com/geyang/ml_logger/issues/28",https://github.com/geyang/ml_logger/blob/master/LICENSE.md is provided,There are many files related to testing.,98.92971564704088,0,0,0,0,0,0,121,0,0,0,0,9,0,0,0,2,69,43,11,0,244,4,16,0,2.0,437,120,1.0,4,0.0,219,31,48,3897,998,52,154,0.0,943,12,4515,90,0,0,5.0,0.7,28.7,36,5.0,1036,8,219,6,82,135450,5.0,0,1814,0,61,0,43,4013,3897,0,7677,0.0,203,36,4,16.9,2,20,1,32,72,99,4,0,10
https://github.com/gjy3035/C-3-Framework.git,N,405,131,4303,The source code of the project exists as ad-hoc scripts.,https://github.com/gjy3035/C-3-Framework/graphs/contributors that there are multiple contributors.,CI is not used on the project.,Most of the functions in the source code are not documented.,There is no commit in the past month,"The project maintainers respond to issues, as evidenced by https://github.com/gjy3035/C-3-Framework/issues/81",https://github.com/gjy3035/C-3-Framework/blob/python3.x/LICENSE is provided,There are few files related to testing.,94.34468195007824,0,0,0,0,0,0,176,0,1,0,0,18,2,0,0,0,27,10,0,0,61,0,20,0,44.3,199,0,1.0,59,0.0,138,29,1,4580,635,31,3554,0.0,657,1,4986,10,0,0,5.0,0.4,20.1,9,5.0,604,244,138,1,76,149580,1.0,0,1253,0,146,0,51,4588,4580,0,8026,0.0,137,9,0,4.3,1,8,0,29,76,32,0,0,0
https://github.com/google/clusterfuzz.git,Y,4237,1479,87395,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/google/clusterfuzz/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and documentations in https://github.com/google/clusterfuzz/tree/master/docs",Checking https://github.com/google/clusterfuzz/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/google/clusterfuzz/issues/1850",https://github.com/google/clusterfuzz/blob/master/LICENSE is provided,There are many files related to testing.,88.01987646995897,0,0,0,0,0,0,2977,2,43,9,5,51,11,4,5,10,66,298,12,15,3755,4,182,1,1.5,6971,60,1.0,29,0.0,1328,639,190,62481,14325,211,2316,0.0,9335,14,102368,68,0,0,4.0,0.3,17.7,264,5.0,10781,124,1328,6,282,3071040,5.0,0,21942,0,641,0,1101,69584,62481,0,152214,0.0,1312,264,2,22.3,78,5,3,637,277,398,2,0,0
https://github.com/google/flax.git,Y,909,629,23388,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/google/flax/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and documentations in https://github.com/google/flax/tree/master/docs",Checking https://github.com/google/flax/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/google/flax/issues/322",https://github.com/google/flax/blob/master/LICENSE is provided,There are many files related to testing.,92.519717357593,0,0,0,0,0,0,1685,14,11,10,1,89,22,0,0,9,254,115,124,2,1080,13,162,4,6.8,3762,0,1.0,63,0.0,523,94,59,27714,6550,157,5140,0.0,3243,73,45910,544,0,0,5.0,0.2,28.9,11,5.0,4604,218,523,31,182,1377300,1.0,0,18681,0,270,0,1004,28977,27714,0,75943,0.0,450,11,0,24.3,36,90,0,93,141,216,0,0,49
